id,term_freqs
43867,{}
43871,"{'full': 1.6094379124341003, 'view': 1.0986122886681098, 'storm': 1.0986122886681098, 'door': 1.6094379124341003}"
43874,{}
43878,{}
43885,{}
43888,{}
43895,{}
43898,"{'fan': 1.3862943611198906, 'motor': 1.6094379124341003}"
43901,"{'fan': 1.3862943611198906, 'motor': 1.6094379124341003}"
43902,{'motor': 1.6094379124341003}
43903,"{'faucet': 1.6094379124341003, 'repair': 0.6931471805599453, 'tub': 1.0986122886681098}"
43908,{}
43910,"{'maximum': 0.6931471805599453, 'load': 0.6931471805599453}"
43912,"{'ryobi': 1.791759469228055, 'chain': 1.0986122886681098}"
43917,"{'john': 1.0986122886681098, 'deere': 1.0986122886681098}"
43933,"{'wayne': 0.6931471805599453, 'pump': 1.3862943611198906}"
43935,{}
43936,{}
43945,{}
43947,"{'porcelain': 1.3862943611198906, 'tile': 1.3862943611198906}"
43950,"{'knob': 1.0986122886681098, 'polish': 1.0986122886681098, 'nickel': 0.6931471805599453}"
43951,{'sprayer': 1.0986122886681098}
43952,{'sprayer': 1.0986122886681098}
43953,{}
43956,{'dust': 1.0986122886681098}
43958,{}
43965,{}
43966,{}
43968,{'battery': 1.6094379124341003}
43971,{'battery': 1.6094379124341003}
43972,{'battery': 1.6094379124341003}
43977,"{'outdoor': 1.0986122886681098, 'electrical': 0.6931471805599453, 'cover': 0.6931471805599453}"
43979,"{'extension': 1.3862943611198906, 'cord': 1.791759469228055}"
43984,"{'water': 1.0986122886681098, 'sealer': 1.0986122886681098}"
43986,"{'fiber': 1.0986122886681098, 'washer': 1.0986122886681098}"
43987,{}
43993,{}
43994,{'temperature': 0.6931471805599453}
43996,{}
43998,{'shed': 0.6931471805599453}
44005,{}
44006,"{'impact': 1.791759469228055, 'cordless': 0.6931471805599453}"
44010,{'m18': 1.3862943611198906}
44012,"{'ge': 1.0986122886681098, 'dishwasher': 1.791759469228055, 'stainless': 1.3862943611198906}"
44014,"{'ge': 1.0986122886681098, 'dishwasher': 1.791759469228055, 'stainless': 1.3862943611198906, 'steel': 1.3862943611198906}"
44015,{}
44017,{'cordless': 0.6931471805599453}
44019,{'poppy': 0.6931471805599453}
44021,"{'outdoor': 0.6931471805599453, 'place': 0.6931471805599453, 'fire': 0.6931471805599453}"
44022,"{'fireplace': 0.6931471805599453, 'outdoor': 0.6931471805599453, 'gas': 0.6931471805599453}"
44025,{}
44026,"{'pvc': 2.1972245773362196, 'cross': 1.0986122886681098}"
44028,"{'slip': 0.6931471805599453, 'tee': 0.6931471805599453}"
44029,"{'odl': 1.0986122886681098, 'skylight': 0.6931471805599453}"
44032,{'mower': 1.3862943611198906}
44033,"{'mower': 1.3862943611198906, 'briggs': 0.6931471805599453, 'stratton': 1.0986122886681098}"
44034,"{'commercial': 2.0794415416798357, 'mower': 1.3862943611198906}"
44035,"{'wall': 1.0986122886681098, 'jack': 1.0986122886681098}"
44036,{'light': 0.6931471805599453}
44037,"{'wall': 1.0986122886681098, 'plate': 1.0986122886681098, 'jack': 1.0986122886681098}"
44038,{'wall': 1.0986122886681098}
44039,{}
44040,"{'pull': 1.0986122886681098, 'cabinet': 0.6931471805599453}"
44043,{'wood': 0.6931471805599453}
44046,{}
44047,{'vanity': 1.0986122886681098}
44052,"{'window': 1.6094379124341003, 'single': 0.6931471805599453, 'hung': 0.6931471805599453}"
44053,"{'single': 0.6931471805599453, 'hung': 0.6931471805599453}"
44055,"{'ceiling': 0.6931471805599453, 'light': 1.0986122886681098}"
44060,{'spot': 1.0986122886681098}
44068,"{'ge': 1.0986122886681098, 'range': 1.0986122886681098, 'slate': 0.6931471805599453}"
44072,{'later': 0.6931471805599453}
44074,"{'mtd': 1.0986122886681098, 'belt': 0.6931471805599453}"
44079,{'board': 0.6931471805599453}
44080,{'socket': 1.0986122886681098}
44082,{'carpet': 1.0986122886681098}
44085,"{'plastic': 1.3862943611198906, 'tee': 0.6931471805599453}"
44088,"{'medicine': 0.6931471805599453, 'kohler': 0.6931471805599453}"
44089,{'medicine': 0.6931471805599453}
44092,"{'door': 2.0794415416798357, 'french': 1.9459101490553132, 'glass': 0.6931471805599453}"
44097,{'laurey': 1.6094379124341003}
44098,"{'gladiator': 1.6094379124341003, 'hook': 1.0986122886681098}"
44100,"{'corner': 1.3862943611198906, 'bracket': 1.6094379124341003}"
44102,"{'panel': 1.0986122886681098, 'privacy': 1.0986122886681098}"
44103,"{'panel': 1.0986122886681098, 'privacy': 1.0986122886681098}"
44104,{}
44110,{'staple': 1.6094379124341003}
44111,{'arrow': 0.6931471805599453}
44112,"{'leg': 1.3862943611198906, 'steel': 0.6931471805599453}"
44116,{'pin': 0.6931471805599453}
44119,"{'paper': 0.6931471805599453, 'wall': 0.6931471805599453}"
44120,{'rhododendron': 1.0986122886681098}
44122,{'copper': 1.3862943611198906}
44126,{}
44127,"{'hose': 1.6094379124341003, 'water': 1.3862943611198906}"
44128,"{'garden': 1.791759469228055, 'hose': 1.6094379124341003}"
44132,"{'hose': 1.6094379124341003, 'water': 1.3862943611198906}"
44133,{'filter': 1.3862943611198906}
44134,"{'hose': 1.6094379124341003, 'inlet': 0.6931471805599453}"
44139,"{'trash': 1.3862943611198906, 'bag': 1.0986122886681098}"
44141,{'count': 0.6931471805599453}
44143,"{'electric': 1.0986122886681098, 'range': 2.0794415416798357}"
44146,"{'cast': 1.3862943611198906, 'iron': 1.0986122886681098, 'sink': 1.6094379124341003}"
44148,"{'command': 1.3862943611198906, 'hang': 0.6931471805599453}"
44149,"{'hook': 1.0986122886681098, 'large': 0.6931471805599453}"
44150,{'winchester': 0.6931471805599453}
44153,{'driveway': 2.302585092994046}
44155,{}
44157,{'sealer': 1.9459101490553132}
44161,"{'double': 1.0986122886681098, 'hung': 1.0986122886681098, 'window': 2.0794415416798357}"
44166,"{'grass': 0.6931471805599453, 'cloth': 0.6931471805599453}"
44171,"{'soap': 1.791759469228055, 'dish': 1.3862943611198906}"
44173,{'medium': 0.6931471805599453}
44174,"{'cage': 0.6931471805599453, 'light': 1.6094379124341003}"
44179,{}
44180,{}
44184,{}
44185,{'tube': 1.3862943611198906}
44186,{'brick': 1.0986122886681098}
44193,{'price': 1.3862943611198906}
44205,"{'kitchen': 1.791759469228055, 'faucet': 1.9459101490553132}"
44212,"{'entry': 1.3862943611198906, 'door': 1.3862943611198906, 'light': 0.6931471805599453, 'front': 0.6931471805599453}"
44215,"{'master': 0.6931471805599453, 'lock': 1.0986122886681098}"
44219,"{'bosch': 1.3862943611198906, 'battery': 1.3862943611198906}"
44221,{'duck': 1.0986122886681098}
44229,"{'battery': 1.6094379124341003, 'charger': 0.6931471805599453}"
44234,{}
44239,"{'hedge': 1.0986122886681098, 'trimmer': 1.0986122886681098, 'cordless': 1.0986122886681098, 'ryobi': 1.3862943611198906}"
44241,"{'one': 1.791759469228055, 'ryobi': 1.3862943611198906}"
44247,{'bulb': 1.0986122886681098}
44250,{'t8': 1.3862943611198906}
44251,{}
44254,"{'american': 0.6931471805599453, 'standard': 0.6931471805599453, 'americast': 1.3862943611198906}"
44259,"{'dryer': 1.791759469228055, 'vent': 1.0986122886681098, 'exhaust': 0.6931471805599453}"
44260,"{'dryer': 1.791759469228055, 'vent': 1.0986122886681098, 'guard': 1.3862943611198906}"
44261,"{'dryer': 1.791759469228055, 'vent': 1.0986122886681098}"
44264,{}
44267,{}
44268,"{'outside': 1.0986122886681098, 'corner': 1.0986122886681098}"
44269,{}
44273,"{'behr': 0.6931471805599453, 'ultra': 0.6931471805599453}"
44274,"{'ceiling': 0.6931471805599453, 'primer': 0.6931471805599453}"
44275,{'paint': 2.4849066497880004}
44277,{'paint': 2.4849066497880004}
44279,{'height': 0.6931471805599453}
44285,{'pull': 1.791759469228055}
44288,"{'martha': 0.6931471805599453, 'stewart': 0.6931471805599453, 'pull': 1.791759469228055}"
44302,"{'screen': 0.6931471805599453, 'patio': 0.6931471805599453}"
44309,"{'saw': 1.6094379124341003, 'skil': 0.6931471805599453}"
44312,{'pellet': 1.0986122886681098}
44314,{'box': 1.0986122886681098}
44318,"{'screw': 1.3862943611198906, 'steel': 1.3862943611198906}"
44321,"{'pvc': 1.0986122886681098, 'conduit': 1.0986122886681098}"
44323,{'pvc': 1.0986122886681098}
44325,{'conduit': 1.0986122886681098}
44328,{}
44330,"{'conduit': 1.0986122886681098, 'electrical': 0.6931471805599453}"
44331,{'baseboarders': 1.3862943611198906}
44332,"{'router': 0.6931471805599453, 'bit': 1.6094379124341003}"
44336,{'light': 1.6094379124341003}
44337,{'solar': 0.6931471805599453}
44338,"{'light': 1.6094379124341003, 'solar': 0.6931471805599453, 'lead': 0.6931471805599453}"
44341,"{'string': 0.6931471805599453, 'light': 1.6094379124341003, 'power': 0.6931471805599453, 'solar': 0.6931471805599453}"
44345,"{'tile': 1.6094379124341003, 'ceramic': 0.6931471805599453}"
44349,{'tile': 1.6094379124341003}
44355,{'water': 0.6931471805599453}
44356,{'honeysuckle': 0.6931471805599453}
44357,{'paint': 1.0986122886681098}
44364,{'faucet': 1.0986122886681098}
44365,"{'american': 0.6931471805599453, 'handscraped': 1.3862943611198906, 'oak': 1.3862943611198906}"
44372,"{'marble': 1.3862943611198906, 'tile': 1.6094379124341003}"
44373,"{'tile': 1.6094379124341003, 'jeffrey': 0.6931471805599453, 'court': 0.6931471805599453}"
44375,"{'faucet': 1.3862943611198906, 'antique': 0.6931471805599453, 'bronze': 0.6931471805599453}"
44379,"{'mc': 0.6931471805599453, 'cable': 0.6931471805599453}"
44380,"{'garage': 1.9459101490553132, 'organizer': 2.0794415416798357}"
44381,"{'metal': 2.3978952727983707, 'peg': 1.0986122886681098}"
44390,"{'mirror': 1.0986122886681098, 'door': 0.6931471805599453}"
44394,"{'tile': 1.9459101490553132, 'kitchen': 1.0986122886681098, 'backsplash': 0.6931471805599453}"
44396,{'door': 1.3862943611198906}
44398,"{'door': 1.3862943611198906, 'screen': 1.0986122886681098}"
44401,"{'moen': 1.9459101490553132, 'cartridge': 1.0986122886681098}"
44405,"{'light': 1.0986122886681098, 'christmas': 0.6931471805599453}"
44406,"{'defiant': 0.6931471805599453, 'timer': 1.0986122886681098}"
44410,"{'hose': 1.6094379124341003, 'washer': 1.3862943611198906}"
44412,{'monster': 0.6931471805599453}
44418,"{'ceiling': 1.6094379124341003, 'light': 1.9459101490553132, 'remote': 1.6094379124341003}"
44420,"{'ceiling': 1.6094379124341003, 'fan': 2.5649493574615367, 'remote': 1.6094379124341003, 'control': 1.6094379124341003}"
44423,"{'tile': 1.0986122886681098, 'wood': 1.0986122886681098, 'floor': 1.3862943611198906}"
44424,"{'floor': 1.3862943611198906, 'kitchen': 0.6931471805599453}"
44425,"{'floor': 1.3862943611198906, 'kitchen': 0.6931471805599453}"
44426,"{'tile': 1.0986122886681098, 'wall': 1.0986122886681098}"
44428,{}
44433,"{'porcelain': 1.0986122886681098, 'tile': 1.0986122886681098, 'wood': 1.0986122886681098}"
44434,{'tile': 1.0986122886681098}
44437,"{'look': 0.6931471805599453, 'wood': 1.0986122886681098}"
44438,"{'tile': 1.0986122886681098, 'wall': 1.0986122886681098}"
44439,{}
44441,"{'duct': 1.9459101490553132, 'strap': 1.6094379124341003}"
44446,{}
44447,{'circus': 0.6931471805599453}
44449,"{'lifetime': 1.791759469228055, 'table': 1.3862943611198906}"
44450,"{'round': 1.0986122886681098, 'table': 1.3862943611198906, 'folding': 1.0986122886681098}"
44453,{'leviton': 0.6931471805599453}
44454,{}
44457,"{'leviton': 0.6931471805599453, 'switch': 1.0986122886681098}"
44464,{'side': 0.6931471805599453}
44466,{}
44470,{}
44471,{}
44476,{'screw': 1.0986122886681098}
44483,"{'impact': 1.0986122886681098, 'driver': 0.6931471805599453}"
44487,{}
44489,"{'weed': 2.833213344056216, 'fertilizer': 0.6931471805599453, 'lawn': 1.3862943611198906, 'kill': 0.6931471805599453}"
44494,{}
44495,{}
44497,{'vanity': 1.3862943611198906}
44502,"{'plate': 1.3862943611198906, 'cable': 0.6931471805599453}"
44503,"{'plate': 1.3862943611198906, 'hdmi': 1.0986122886681098}"
44505,{'water': 0.6931471805599453}
44508,"{'oscillate': 0.6931471805599453, 'fan': 1.9459101490553132}"
44509,{'fan': 1.9459101490553132}
44513,"{'kitchen': 1.0986122886681098, 'faucet': 1.0986122886681098, 'spray': 2.4849066497880004}"
44519,{'battery': 1.0986122886681098}
44520,"{'drawer': 1.0986122886681098, 'bracket': 0.6931471805599453}"
44522,{'pipe': 1.3862943611198906}
44524,"{'pvc': 1.3862943611198906, 'pipe': 1.3862943611198906}"
44525,{'degree': 0.6931471805599453}
44532,{'wood': 1.0986122886681098}
44537,"{'martha': 0.6931471805599453, 'stewart': 0.6931471805599453, 'outdoor': 0.6931471805599453}"
44538,"{'patio': 1.0986122886681098, 'chair': 1.0986122886681098, 'stewart': 0.6931471805599453}"
44542,{'door': 2.3978952727983707}
44544,"{'ryobi': 1.6094379124341003, 'saw': 1.3862943611198906, 'blade': 1.791759469228055}"
44550,{}
44551,"{'light': 0.6931471805599453, 'string': 0.6931471805599453}"
44553,{}
44554,"{'killer': 0.6931471805599453, 'bedbug': 0.6931471805599453}"
44555,{}
44559,{}
44564,"{'door': 1.0986122886681098, 'glass': 1.0986122886681098}"
44567,{'glass': 1.0986122886681098}
44569,"{'door': 1.0986122886681098, 'glass': 1.0986122886681098}"
44570,"{'outdoor': 0.6931471805599453, 'security': 0.6931471805599453, 'light': 2.1972245773362196, 'feature': 1.0986122886681098}"
44571,"{'outdoor': 0.6931471805599453, 'light': 2.1972245773362196, 'motion': 1.6094379124341003, 'sensor': 0.6931471805599453}"
44572,"{'security': 0.6931471805599453, 'light': 2.1972245773362196, 'lead': 1.3862943611198906, 'motion': 1.6094379124341003}"
44579,"{'solar': 1.6094379124341003, 'light': 2.1972245773362196, 'lead': 1.3862943611198906}"
44580,"{'solar': 1.6094379124341003, 'light': 2.1972245773362196, 'motion': 1.6094379124341003}"
44582,"{'solar': 1.6094379124341003, 'security': 0.6931471805599453, 'light': 2.1972245773362196}"
44583,"{'leather': 1.0986122886681098, 'pouch': 0.6931471805599453}"
44586,"{'decking': 0.6931471805599453, 'composite': 0.6931471805599453, 'board': 1.3862943611198906}"
44587,{'drawer': 1.0986122886681098}
44588,{'cabinet': 1.3862943611198906}
44600,{'rubber': 1.0986122886681098}
44601,"{'phifer': 0.6931471805599453, 'suntex': 1.0986122886681098}"
44603,"{'double': 0.6931471805599453, 'oven': 2.5649493574615367}"
44604,"{'gas': 1.0986122886681098, 'range': 1.0986122886681098}"
44605,"{'gas': 1.0986122886681098, 'range': 1.0986122886681098}"
44606,"{'ge': 1.0986122886681098, 'double': 0.6931471805599453, 'oven': 2.5649493574615367, 'gas': 1.0986122886681098, 'range': 1.0986122886681098}"
44609,{'pvc': 1.0986122886681098}
44612,{'pvc': 1.0986122886681098}
44613,"{'chamberlain': 1.3862943611198906, 'garage': 1.9459101490553132, 'door': 2.1972245773362196, 'opener': 1.6094379124341003}"
44616,"{'remote': 1.6094379124341003, 'garage': 1.9459101490553132, 'door': 2.1972245773362196, 'opener': 1.6094379124341003}"
44617,{'slot': 1.3862943611198906}
44618,"{'mail': 1.9459101490553132, 'slot': 1.3862943611198906, 'door': 1.0986122886681098}"
44630,{'coverall': 1.3862943611198906}
44632,{'door': 1.6094379124341003}
44633,"{'birch': 0.6931471805599453, 'door': 1.6094379124341003}"
44635,{'pediment': 1.3862943611198906}
44637,{}
44640,"{'jig': 0.6931471805599453, 'saw': 0.6931471805599453}"
44644,{'bandana': 1.3862943611198906}
44646,{'blade': 1.6094379124341003}
44649,"{'ball': 1.0986122886681098, 'hammer': 1.6094379124341003}"
44651,{'firework': 0.6931471805599453}
44652,"{'less': 0.6931471805599453, 'trimmer': 1.791759469228055, 'cord': 0.6931471805599453}"
44656,"{'bedroom': 0.6931471805599453, 'set': 0.6931471805599453}"
44657,"{'wire': 1.3862943611198906, 'fastener': 0.6931471805599453}"
44661,{'door': 1.791759469228055}
44663,"{'solid': 1.0986122886681098, 'interior': 0.6931471805599453, 'door': 1.791759469228055}"
44666,"{'solid': 1.0986122886681098, 'core': 0.6931471805599453, 'slab': 0.6931471805599453}"
44667,"{'mid': 1.0986122886681098, 'size': 1.0986122886681098, 'truck': 1.0986122886681098, 'tool': 1.0986122886681098, 'box': 1.0986122886681098}"
44668,"{'shelve': 1.6094379124341003, 'unit': 1.0986122886681098}"
44669,"{'unit': 1.0986122886681098, 'storage': 1.0986122886681098}"
44678,{'ratchet': 1.0986122886681098}
44679,"{'b': 1.9459101490553132, 'go': 1.9459101490553132}"
44680,{}
44685,{'nail': 0.6931471805599453}
44687,"{'coil': 0.6931471805599453, 'nail': 0.6931471805599453}"
44689,{'wire': 1.3862943611198906}
44690,"{'wire': 1.3862943611198906, 'outdoor': 1.0986122886681098}"
44691,"{'garage': 1.6094379124341003, 'door': 1.3862943611198906}"
44701,"{'outdoor': 1.3862943611198906, 'timer': 1.0986122886681098}"
44704,{'laminate': 1.3862943611198906}
44709,"{'saw': 1.3862943611198906, 'blade': 1.0986122886681098, 'carbide': 0.6931471805599453}"
44716,"{'pipe': 1.6094379124341003, 'drain': 0.6931471805599453}"
44720,{'drain': 0.6931471805599453}
44727,"{'saddle': 0.6931471805599453, 'stool': 1.0986122886681098}"
44736,"{'light': 2.302585092994046, 'pathway': 0.6931471805599453}"
44738,"{'roofing': 0.6931471805599453, 'nail': 1.6094379124341003}"
44744,"{'chimney': 1.6094379124341003, 'liner': 1.6094379124341003}"
44748,"{'water': 1.6094379124341003, 'hot': 0.6931471805599453, 'tank': 0.6931471805599453}"
44753,"{'henry': 0.6931471805599453, 'roof': 1.9459101490553132}"
44754,{}
44755,{'roof': 1.9459101490553132}
44760,{'tile': 2.0794415416798357}
44766,"{'soap': 1.3862943611198906, 'dispenser': 1.0986122886681098}"
44767,"{'soap': 1.3862943611198906, 'dispenser': 1.0986122886681098}"
44771,{'hammer': 0.6931471805599453}
44773,{}
44781,"{'light': 1.791759469228055, 'timer': 1.0986122886681098, 'switch': 1.3862943611198906}"
44782,"{'light': 1.791759469228055, 'timer': 1.0986122886681098}"
44785,"{'gladiator': 0.6931471805599453, 'hook': 0.6931471805599453}"
44793,{'panel': 0.6931471805599453}
44794,"{'sheet': 1.791759469228055, 'polycarbonate': 0.6931471805599453}"
44795,{}
44797,{'side': 1.3862943611198906}
44805,"{'stone': 1.6094379124341003, 'concrete': 1.0986122886681098}"
44807,"{'stone': 1.6094379124341003, 'step': 0.6931471805599453}"
44809,{}
44823,"{'makita': 1.9459101490553132, 'driver': 0.6931471805599453}"
44826,"{'medicine': 1.0986122886681098, 'cabinet': 1.6094379124341003}"
44829,"{'medicine': 1.0986122886681098, 'cabinet': 1.6094379124341003}"
44835,"{'recess': 0.6931471805599453, 'cabinet': 1.6094379124341003}"
44839,"{'design': 0.6931471805599453, 'kitchen': 0.6931471805599453}"
44846,{'sink': 1.791759469228055}
44847,{'bowl': 1.0986122886681098}
44853,"{'gas': 1.3862943611198906, 'water': 2.70805020110221}"
44860,"{'gas': 1.3862943611198906, 'water': 2.70805020110221, 'heater': 2.0794415416798357}"
44861,{'concrete': 0.6931471805599453}
44864,{'wax': 0.6931471805599453}
44868,"{'bed': 1.3862943611198906, 'frame': 1.0986122886681098}"
44869,{'bed': 1.3862943611198906}
44871,"{'white': 0.6931471805599453, 'board': 1.0986122886681098}"
44874,"{'austin': 0.6931471805599453, 'stone': 1.791759469228055}"
44876,{'cordless': 0.6931471805599453}
44877,{'paper': 1.0986122886681098}
44879,{'construction': 0.6931471805599453}
44880,{'construction': 0.6931471805599453}
44881,{}
44883,{}
44884,{}
44889,"{'drill': 1.0986122886681098, 'makita': 0.6931471805599453, 'cordless': 0.6931471805599453}"
44890,"{'control': 1.6094379124341003, 'shower': 0.6931471805599453}"
44891,"{'control': 1.6094379124341003, 'shower': 0.6931471805599453, 'volume': 0.6931471805599453}"
44899,"{'decorative': 0.6931471805599453, 'ceiling': 1.3862943611198906, 'tile': 1.6094379124341003}"
44901,"{'ceiling': 1.3862943611198906, 'tile': 1.6094379124341003, 'tin': 1.0986122886681098}"
44904,{'glider': 1.0986122886681098}
44906,"{'outdoor': 1.0986122886681098, 'glider': 1.0986122886681098}"
44908,"{'patio': 1.0986122886681098, 'cushion': 1.3862943611198906}"
44912,{'bosch': 0.6931471805599453}
44919,{}
44929,{'wallpaper': 1.3862943611198906}
44930,{'audio': 0.6931471805599453}
44933,{'hardware': 0.6931471805599453}
44934,{'rail': 1.0986122886681098}
44940,{'slider': 0.6931471805599453}
44942,{'baseboard': 1.3862943611198906}
44943,{'baseboard': 1.3862943611198906}
44945,{}
44946,{'floor': 1.0986122886681098}
44949,"{'rug': 1.9459101490553132, 'pad': 1.6094379124341003}"
44950,{}
44954,"{'weber': 1.0986122886681098, 'grate': 1.3862943611198906, 'cooking': 0.6931471805599453}"
44956,"{'wild': 1.0986122886681098, 'bird': 1.6094379124341003, 'seed': 1.0986122886681098}"
44957,"{'post': 2.6390573296152584, 'sleeve': 1.9459101490553132}"
44958,{'post': 2.6390573296152584}
44959,{'post': 2.6390573296152584}
44960,"{'porch': 1.0986122886681098, 'patio': 0.6931471805599453, 'paint': 1.3862943611198906}"
44965,"{'tile': 2.833213344056216, 'garden': 0.6931471805599453}"
44966,{}
44967,"{'cap': 1.0986122886681098, 'panel': 0.6931471805599453}"
44969,"{'lattice': 1.3862943611198906, 'panel': 0.6931471805599453}"
44970,{}
44975,"{'vinyl': 1.3862943611198906, 'lattice': 1.3862943611198906}"
44976,"{'vinyl': 1.3862943611198906, 'panel': 0.6931471805599453}"
44979,{'lead': 1.0986122886681098}
44980,"{'lead': 1.0986122886681098, 'globe': 1.0986122886681098}"
44982,"{'storm': 1.0986122886681098, 'door': 2.0794415416798357}"
44986,"{'door': 2.0794415416798357, 'screen': 0.6931471805599453, 'inch': 0.6931471805599453}"
44988,"{'andersen': 0.6931471805599453, 'door': 2.0794415416798357, 'screen': 0.6931471805599453}"
44994,"{'storm': 1.0986122886681098, 'door': 2.0794415416798357}"
44995,"{'storm': 1.0986122886681098, 'door': 2.0794415416798357}"
44999,"{'storm': 1.0986122886681098, 'door': 2.0794415416798357, 'retractable': 0.6931471805599453, 'screen': 0.6931471805599453}"
45005,{'light': 1.0986122886681098}
45007,{}
45008,"{'grill': 1.3862943611198906, 'temperature': 0.6931471805599453}"
45018,"{'faucet': 0.6931471805599453, 'spread': 0.6931471805599453}"
45025,"{'water': 1.9459101490553132, 'hot': 1.0986122886681098, 'element': 0.6931471805599453}"
45026,"{'point': 1.3862943611198906, 'use': 1.3862943611198906}"
45034,{'paver': 1.0986122886681098}
45036,{'board': 1.0986122886681098}
45037,{}
45043,{'mdf': 0.6931471805599453}
45051,{}
45058,"{'table': 0.6931471805599453, 'top': 1.0986122886681098, 'fire': 1.3862943611198906, 'pit': 1.0986122886681098}"
45060,{}
45063,"{'tile': 2.0794415416798357, 'adhesive': 0.6931471805599453, 'wall': 1.0986122886681098, 'kitchen': 0.6931471805599453}"
45067,"{'stick': 1.6094379124341003, 'tile': 2.0794415416798357}"
45068,"{'stick': 1.6094379124341003, 'tile': 2.0794415416798357, 'wall': 1.0986122886681098}"
45073,{}
45076,"{'reel': 0.6931471805599453, 'mower': 1.0986122886681098, 'lawn': 0.6931471805599453}"
45081,{}
45083,"{'3way': 1.0986122886681098, 'socket': 1.6094379124341003}"
45085,"{'bathroom': 0.6931471805599453, 'chrome': 0.6931471805599453}"
45086,"{'bathroom': 0.6931471805599453, 'chrome': 0.6931471805599453}"
45091,"{'dewalt': 0.6931471805599453, 'drill': 0.6931471805599453}"
45092,"{'dewalt': 0.6931471805599453, 'drill': 0.6931471805599453}"
45096,{}
45097,{}
45102,"{'slip': 1.0986122886681098, 'joint': 1.0986122886681098}"
45105,"{'desk': 0.6931471805599453, 'white': 1.0986122886681098}"
45107,{'flute': 1.0986122886681098}
45108,{'mdf': 0.6931471805599453}
45112,{'humidifiers': 0.6931471805599453}
45113,{}
45115,{'humidifiers': 0.6931471805599453}
45116,{}
45119,{'mdf': 1.9459101490553132}
45124,{'light': 1.3862943611198906}
45132,{'table': 1.0986122886681098}
45134,"{'ryobi': 0.6931471805599453, 'saw': 1.0986122886681098}"
45153,{'fence': 0.6931471805599453}
45155,"{'wire': 0.6931471805599453, 'fence': 0.6931471805599453}"
45160,{}
45163,"{'wire': 0.6931471805599453, 'fence': 0.6931471805599453}"
45165,"{'ventilation': 1.0986122886681098, 'fan': 2.0794415416798357}"
45166,"{'solar': 2.0794415416798357, 'attic': 2.3978952727983707, 'fan': 2.0794415416798357}"
45171,{}
45174,{}
45180,{}
45181,{'toilet': 1.3862943611198906}
45182,"{'fan': 1.791759469228055, 'ceiling': 0.6931471805599453}"
45185,"{'altura': 0.6931471805599453, 'fan': 1.791759469228055, 'ceiling': 0.6931471805599453}"
45188,{}
45193,"{'outdoor': 0.6931471805599453, 'fan': 1.791759469228055, 'ceiling': 0.6931471805599453}"
45195,{'circular': 0.6931471805599453}
45199,{}
45202,{'table': 0.6931471805599453}
45209,{}
45210,"{'indoor': 0.6931471805599453, 'fly': 1.0986122886681098}"
45214,{}
45215,{}
45217,"{'flea': 1.791759469228055, 'tick': 2.1972245773362196}"
45218,{'trimmer': 0.6931471805599453}
45224,"{'black': 0.6931471805599453, 'decker': 0.6931471805599453, 'cordless': 0.6931471805599453}"
45227,"{'black': 0.6931471805599453, 'decker': 0.6931471805599453}"
45237,"{'lithium': 0.6931471805599453, 'trimmer': 0.6931471805599453}"
45239,{}
45241,{}
45244,{}
45246,"{'washer': 1.3862943611198906, 'dryer': 1.0986122886681098}"
45248,{}
45252,"{'knotty': 1.3862943611198906, 'pine': 1.3862943611198906}"
45254,{'pine': 1.3862943611198906}
45258,{'door': 1.3862943611198906}
45259,{'door': 1.3862943611198906}
45265,{'insulation': 1.791759469228055}
45267,{'tile': 0.6931471805599453}
45271,"{'ceiling': 1.6094379124341003, 'tile': 0.6931471805599453, 'mold': 0.6931471805599453}"
45273,{'ceiling': 1.6094379124341003}
45278,{'plant': 0.6931471805599453}
45279,"{'air': 0.6931471805599453, 'gap': 0.6931471805599453}"
45281,{'frame': 0.6931471805599453}
45291,"{'electric': 0.6931471805599453, 'water': 2.3978952727983707, 'heater': 1.6094379124341003}"
45292,"{'electric': 0.6931471805599453, 'heater': 1.6094379124341003}"
45295,"{'electric': 0.6931471805599453, 'water': 2.3978952727983707, 'heater': 1.6094379124341003, 'hot': 1.0986122886681098}"
45299,"{'electric': 0.6931471805599453, 'water': 2.3978952727983707, 'heater': 1.6094379124341003}"
45301,{}
45302,"{'tub': 1.0986122886681098, 'shower': 0.6931471805599453}"
45303,{'refinish': 0.6931471805599453}
45306,"{'tile': 0.6931471805599453, 'kit': 0.6931471805599453, 'ceramic': 1.0986122886681098}"
45310,{'porcelain': 1.3862943611198906}
45318,"{'tub': 1.0986122886681098, 'kit': 0.6931471805599453}"
45320,{}
45323,"{'drain': 1.3862943611198906, 'basket': 1.0986122886681098}"
45330,{'bulb': 1.3862943611198906}
45334,"{'light': 1.6094379124341003, 'bulb': 1.3862943611198906}"
45339,"{'slide': 0.6931471805599453, 'bolt': 1.0986122886681098}"
45341,{'closet': 1.9459101490553132}
45344,"{'knurled': 0.6931471805599453, 'nut': 0.6931471805599453}"
45347,"{'echo': 1.3862943611198906, 'hedge': 0.6931471805599453, 'trimmer': 1.6094379124341003}"
45348,{'raise': 0.6931471805599453}
45349,"{'heavy': 0.6931471805599453, 'duty': 1.0986122886681098, 'construction': 1.0986122886681098, 'adhesive': 1.6094379124341003}"
45356,"{'track': 1.0986122886681098, 'door': 2.302585092994046}"
