id,keyword_density
59265,2.0
59266,2.0
59267,3.5
59270,1.0
59271,2.3333333333333335
59272,1.5
59279,1.0
59281,1.0
59285,0.0
59286,1.5
59291,3.0
59295,0.0
59300,1.0
59301,1.5
59305,1.0
59309,2.0
59310,2.0
59316,2.0
59320,1.0
59323,2.5
59324,0.0
59328,1.0
59330,1.0
59331,0.0
59333,4.0
59335,3.5
59339,5.25
59355,2.0
59375,1.6666666666666667
59377,2.0
59382,2.0
59384,2.0
59387,2.5
59390,6.0
59393,3.0
59396,1.0
59398,0.0
59403,1.0
59406,3.0
59412,5.0
59414,4.0
59416,4.0
59417,4.0
59418,0.0
59421,3.0
59422,1.0
59428,2.0
59429,3.0
59435,0.0
59437,0.0
59438,1.0
59441,1.0
59442,1.0
59445,1.0
59448,2.5
59451,9.0
59452,2.5
59453,0.0
59454,2.0
59464,2.5
59467,3.0
59468,2.0
59470,4.0
59474,2.3333333333333335
59475,1.0
59478,4.0
59480,1.0
59482,1.0
59485,2.6666666666666665
59488,2.0
59498,1.0
59500,4.0
59503,2.5
59504,1.0
59505,1.0
59507,1.0
59509,2.0
59514,0.0
59520,2.3333333333333335
59523,5.0
59529,2.6666666666666665
59533,0.0
59537,2.0
59539,3.0
59540,2.0
59541,2.0
59544,3.5
59547,2.3333333333333335
59549,3.5
59550,1.5
59551,1.25
59553,2.0
59554,1.0
59557,17.0
59558,4.0
59560,0.0
59564,4.0
59569,3.0
59570,1.5
59571,0.0
59574,1.0
59577,1.5
59578,2.0
59580,0.0
59581,2.0
59587,0.0
59589,2.0
59592,1.5
59593,2.0
59594,2.0
59595,2.0
59598,1.0
59599,2.0
59602,1.0
59604,1.5
59617,1.5
59618,3.0
59619,3.0
59620,4.5
59622,2.0
59626,1.0
59631,4.5
59634,1.75
59639,4.0
59644,2.0
59646,1.3333333333333333
59650,4.0
59658,5.0
59659,4.0
59662,7.5
59665,1.0
59666,2.0
59670,0.0
59674,1.5
59675,2.0
59677,1.0
59678,2.0
59679,2.0
59682,0.0
59683,4.0
59688,5.0
59690,1.0
59692,0.0
59699,4.333333333333333
59701,4.333333333333333
59708,2.0
59709,0.0
59710,4.0
59711,4.0
59713,0.0
59717,5.0
59721,4.0
59724,3.0
59725,3.0
59732,2.0
59744,0.0
59747,0.0
59751,5.0
59756,2.0
59759,2.0
59761,0.0
59766,3.3333333333333335
59771,0.0
59774,4.0
59779,4.5
59781,1.0
59786,1.3333333333333333
59787,2.0
59792,2.0
59793,1.0
59796,2.0
59799,5.0
59802,3.0
59816,2.0
59818,1.0
59821,2.0
59822,1.0
59823,0.0
59824,1.0
59827,2.0
59829,1.5
59832,5.5
59835,4.666666666666667
59836,4.666666666666667
59837,4.0
59838,5.0
59839,5.5
59840,5.5
59842,3.0
59843,3.0
59850,2.6666666666666665
59855,2.0
59859,1.0
59860,0.0
59862,2.0
59863,3.6666666666666665
59866,5.0
59869,0.0
59873,5.0
59875,1.5
59877,1.5
59879,2.0
59882,2.5
59883,6.5
59889,2.0
59893,2.5
59894,2.0
59895,2.3333333333333335
59902,3.0
59903,2.0
59904,0.0
59908,2.0
59917,1.0
59919,1.5
59926,1.0
59928,1.0
59934,1.5
59938,1.0
59939,2.0
59943,4.0
59949,2.0
59951,0.0
59952,2.0
59953,2.0
59954,3.0
59960,2.5
59962,0.0
59964,1.0
59965,0.0
59970,1.5
59972,1.0
59979,0.0
59982,4.0
59984,2.0
59988,1.0
59991,1.0
59995,2.0
59997,2.0
60001,1.0
60002,0.0
60003,2.0
60005,1.5
60006,3.0
60008,0.0
60009,1.0
60013,1.0
60020,1.0
60023,1.5
60028,1.0
60031,2.0
60032,0.0
60034,2.0
60037,4.5
60039,2.0
60041,2.3333333333333335
60042,2.5
60043,2.0
60057,3.0
60070,4.0
60072,0.0
60075,0.0
60080,1.0
60086,4.0
60089,1.8
60095,3.0
60097,0.0
60101,4.0
60103,2.0
60106,0.0
60107,3.0
60108,3.25
60110,1.0
60114,1.5
60121,1.0
60123,2.0
60126,6.0
60130,1.5
60131,1.0
60132,0.0
60134,0.0
60135,4.5
60140,9.0
60142,6.0
60144,2.0
60147,3.0
60157,1.6666666666666667
60158,2.0
60159,2.0
60160,3.0
60165,2.5
60170,14.0
60180,1.0
60185,2.5
60186,1.6666666666666667
60188,3.0
60189,2.5
60194,0.0
60195,0.0
60196,3.5
60197,3.5
60204,0.0
60208,3.0
60210,0.0
60211,1.0
60223,0.0
60225,0.0
60226,5.0
60227,5.0
60228,2.0
60230,1.0
60231,1.0
60238,6.0
60240,0.0
60242,0.0
60246,0.0
60247,0.0
60256,2.25
60261,0.0
60262,1.0
60265,2.6666666666666665
60267,1.0
60270,1.0
60271,2.0
60272,1.6666666666666667
60281,3.0
60284,4.0
60285,1.0
60290,2.0
60292,2.5
60294,2.5
60306,5.0
60307,0.0
60309,1.0
60310,1.0
60313,0.0
60315,3.0
60318,1.0
60321,1.0
60325,2.0
60326,3.0
60328,0.0
60334,3.0
60338,1.6666666666666667
60343,3.5
60348,3.6666666666666665
60351,2.0
60352,1.0
60354,2.0
60355,2.0
60361,0.0
60364,0.0
60368,1.0
60374,2.0
60378,3.3333333333333335
60379,2.5
60380,2.5
60381,5.0
60382,2.5
60385,0.0
60387,2.0
60388,3.0
60390,2.5
60398,3.0
60399,3.0
60409,1.0
60412,3.0
60415,1.0
60416,1.5
60418,3.0
60420,0.0
60424,2.5
60428,2.0
60430,1.6666666666666667
60434,0.0
60435,3.0
60438,3.6666666666666665
60451,5.0
60457,3.0
60458,3.0
60459,0.0
60462,1.0
60463,1.0
60466,0.0
60472,5.0
60474,1.0
60481,2.5
60482,0.0
60485,0.0
60486,1.0
60487,3.0
60489,4.0
60490,3.0
60493,2.2
60494,2.6666666666666665
60495,2.0
60497,2.0
60498,2.5
60500,3.5
60502,3.5
60504,1.0
60514,4.5
60516,4.0
60517,4.5
60519,0.0
60526,5.0
60530,8.0
60532,2.0
60533,4.0
60534,6.5
60536,3.0
60537,3.0
60538,4.0
60540,4.0
60544,2.0
60551,4.5
60552,4.5
60563,4.0
60568,1.0
60569,2.3333333333333335
60570,2.3333333333333335
60573,1.0
60578,2.5
60582,2.5
60583,2.0
60587,2.0
60591,3.5
60592,3.5
60599,2.0
60601,1.0
60608,1.0
60611,1.0
60613,2.25
60615,1.5
60620,1.0
60622,0.0
60623,1.0
60625,2.0
60628,1.0
60634,3.0
60637,0.0
60639,2.0
60641,2.5
60642,3.5
60643,3.0
60645,2.3333333333333335
60646,3.5
60647,3.5
60655,4.0
60658,2.0
60660,0.0
60664,1.0
60665,2.5
60667,1.0
60670,3.5
60671,3.3333333333333335
60677,2.75
60684,3.0
60685,3.0
60689,3.0
60690,3.0
60693,4.0
60694,6.5
60699,1.0
60700,6.5
60706,6.5
60707,1.0
60713,5.0
60715,3.0
60716,7.0
60717,4.5
60718,3.0
60721,2.0
60722,2.3333333333333335
60723,3.3333333333333335
60724,2.5
60725,0.0
60727,2.0
60728,2.0
60734,1.5
60739,1.3333333333333333
60740,0.0
60741,0.0
60743,1.6666666666666667
60744,1.5
60747,4.0
60748,2.0
60749,1.0
60753,3.3333333333333335
60755,1.0
60758,2.0
60762,3.0
60763,1.0
60771,0.0
60774,0.0
60776,2.0
60777,4.0
60780,3.0
60781,0.0
60784,3.0
60787,2.0
60790,1.5
60794,1.5
60795,2.0
60798,1.0
60799,4.0
60801,3.0
60803,6.5
60804,8.0
60806,2.0
60808,4.0
60810,4.0
60813,1.0
60814,1.0
60816,8.5
60817,1.5
60818,2.0
60823,4.0
60825,3.5
60827,1.0
60829,1.0
60832,0.0
60834,1.0
60850,3.0
60851,0.0
60854,2.0
60855,1.6666666666666667
60857,2.5
60859,2.5
60862,1.0
60866,4.0
60867,0.0
60872,1.5
60875,2.0
60877,5.0
60878,1.0
60880,1.0
60883,1.0
60884,2.0
60887,0.0
60889,2.0
60891,2.0
60892,1.0
60893,1.5
60894,2.0
60896,1.0
60901,0.0
60902,0.0
60905,5.0
60906,5.0
60907,3.0
60910,3.3333333333333335
60911,2.0
60913,4.5
60916,2.0
60922,2.0
60927,0.0
60929,2.0
60935,1.5
60936,1.0
60937,1.5
60944,3.5
60945,3.0
60952,1.0
60954,1.0
60956,1.0
60960,1.0
60961,1.0
60963,2.0
60964,1.0
60965,0.0
60966,1.0
60969,1.0
60972,1.0
60973,3.0
60974,2.0
60981,4.5
60986,0.0
60990,3.5
60991,0.0
60996,2.6666666666666665
60997,0.0
61001,0.0
61006,0.0
61013,0.0
61019,0.0
61023,3.0
61029,4.5
61030,4.0
61031,4.0
61032,3.6666666666666665
61033,7.0
61034,2.6666666666666665
61035,2.0
61036,1.0
61039,2.3333333333333335
61041,3.0
61044,1.0
61048,1.0
61052,1.0
61056,2.0
61064,0.0
61068,0.0
61070,2.0
61072,2.0
61073,3.5
61076,7.5
61077,5.666666666666667
61078,2.0
61079,2.0
61084,1.5
61085,2.0
61086,1.5
61090,2.3333333333333335
61092,1.0
61094,5.0
61096,5.0
61099,1.0
61106,3.0
61108,1.5
61109,3.5
61118,10.0
61129,1.5
61132,4.0
61137,3.0
61143,2.5
61147,0.0
61152,0.0
61156,3.0
61164,3.3333333333333335
61167,2.0
61170,3.0
61171,3.0
61175,0.0
61180,3.0
61187,1.0
61192,1.0
61193,2.0
61194,0.0
61198,2.0
61200,3.0
61201,1.5
61205,1.5
61207,1.5
61208,3.0
61209,3.0
61210,3.0
61212,2.5
61218,0.0
61222,2.0
61223,3.0
61224,3.0
61225,1.0
61227,5.0
61228,3.0
61236,1.0
61240,2.0
61255,1.6666666666666667
61260,1.0
61264,0.0
61266,3.0
61267,0.0
61275,2.0
61282,1.5
61283,2.0
61284,3.3333333333333335
61285,3.0
61287,6.0
61288,6.0
61289,3.5
61290,3.5
61293,3.3333333333333335
61296,1.0
61299,1.0
61305,1.3333333333333333
61308,2.0
61313,4.0
61315,2.0
61317,4.0
61318,4.0
61323,4.0
61327,4.0
61331,2.0
61333,1.0
61336,2.3333333333333335
61337,5.0
61338,5.0
61340,3.0
61342,1.0
61346,1.5
61347,0.0
61349,2.3333333333333335
61352,4.0
61364,3.0
61366,0.0
61368,0.0
61369,3.0
61370,0.0
61374,2.0
61377,1.0
61378,2.0
61381,2.0
61383,1.0
61385,1.3333333333333333
61386,5.666666666666667
61387,2.0
61388,2.0
61390,6.0
61396,8.5
61399,1.3333333333333333
61409,7.0
61414,7.0
61417,0.0
61418,2.0
61421,1.0
61423,3.0
61426,3.0
61427,3.0
61428,3.0
61431,5.0
61435,4.0
61436,2.0
61439,8.0
61440,2.0
61445,0.0
61446,2.0
61452,3.0
61454,3.0
61458,3.5
61466,3.0
61468,2.5
61470,0.0
61471,1.3333333333333333
61472,4.0
61474,1.0
61479,3.5
61480,3.5
61481,5.0
61482,4.0
61483,3.6666666666666665
61484,3.5
61485,5.0
61486,5.333333333333333
61494,2.0
61495,0.0
61496,1.0
61498,1.8
61499,3.6666666666666665
61500,3.3333333333333335
61502,2.0
61503,1.0
61504,5.0
61506,4.0
61508,3.0
61510,1.0
61511,5.0
61512,5.0
61514,5.0
61516,3.0
61518,1.0
61524,2.0
61528,15.0
61530,1.0
61533,3.0
61540,1.0
61541,3.0
61542,10.0
61544,0.0
61549,0.0
61554,2.6666666666666665
61555,3.0
61564,3.0
61568,3.6666666666666665
61574,3.5
61576,5.0
61581,2.0
61582,2.0
61584,2.0
61588,0.0
61589,2.0
61592,2.0
61598,0.0
61599,3.0
61602,0.0
61604,0.0
61605,2.0
61606,1.0
61608,2.0
61610,2.5
61616,1.0
61629,1.0
61633,0.0
61634,2.0
61636,2.0
61638,2.0
61639,3.0
61640,0.0
61641,2.0
61645,1.0
61647,3.0
61651,1.5
61653,2.0
61655,0.0
61656,1.5
61660,1.5
61661,2.0
61662,3.0
61664,1.0
61667,2.0
61668,3.0
61672,5.5
61673,5.0
61678,2.0
61679,1.0
61680,1.0
61687,0.0
61691,0.0
61692,4.0
61693,3.0
61695,1.5
61696,0.0
61700,8.5
61701,8.5
61704,0.0
61709,2.0
61710,0.0
61712,1.3333333333333333
61713,1.0
61723,1.0
61726,3.0
61728,0.0
61729,0.0
61730,0.0
61735,2.0
61740,2.0
61741,2.0
61742,0.0
61746,0.0
61747,3.0
61751,2.0
61753,2.0
61758,1.0
61759,2.0
61761,1.5
61766,3.5
61772,1.0
61773,1.6666666666666667
61774,2.0
61777,2.0
61788,1.5
61791,2.0
61792,2.0
61793,2.5
61797,1.0
61799,3.0
61800,3.0
61801,3.0
61802,2.0
61804,2.0
61805,2.0
61806,2.0
61808,1.0
61815,1.0
61816,4.0
61817,0.0
61823,4.0
61824,1.5
61826,1.25
61827,0.0
61837,1.5
61841,0.0
61845,0.0
61846,0.0
61849,2.0
61851,7.0
61854,3.5
61858,3.0
61864,1.0
61865,3.5
61866,3.5
61868,2.5
61869,1.0
61881,0.0
61883,4.0
61884,5.5
61885,1.5
61889,1.0
61892,0.0
61893,0.0
61894,3.0
61897,4.0
61898,0.0
61899,1.0
61904,1.0
61908,0.0
61913,3.0
61914,1.5
61915,2.5
61918,2.0
61919,2.0
61920,1.0
61924,1.0
61925,2.5
61933,2.0
61937,6.0
61939,1.0
61953,1.0
61963,2.6666666666666665
61966,3.3333333333333335
61978,3.0
61979,1.6666666666666667
61980,1.0
61982,1.0
61986,2.0
61987,2.0
61988,1.0
61990,1.0
61994,3.0
61999,4.5
62000,5.0
62002,3.5
62006,1.0
62007,1.0
62016,2.0
62017,1.5
62018,3.0
62024,3.5
62028,2.0
62036,6.0
62038,2.6666666666666665
62039,1.5
62043,5.0
62044,1.0
62052,0.0
62056,1.0
62060,3.0
62063,1.0
62065,1.0
62070,2.3333333333333335
62073,3.0
62076,2.5
62087,5.333333333333333
62088,6.0
62097,8.0
62098,6.0
62106,0.0
62107,3.0
62109,2.5
62110,2.5
62113,0.0
62114,10.0
62117,1.0
62120,8.0
62121,6.5
62123,1.0
62124,1.5
62125,1.5
62133,2.0
62134,1.6666666666666667
62136,5.0
62137,4.5
62141,2.3333333333333335
62142,3.0
62146,3.0
62150,0.0
62154,2.0
62155,5.0
62157,0.0
62162,7.0
62164,3.0
62167,0.0
62168,0.0
62173,1.0
62178,0.0
62180,0.0
62183,2.6666666666666665
62184,1.0
62185,4.0
62188,1.0
62189,2.3333333333333335
62190,4.0
62192,3.0
62194,3.0
62201,1.0
62203,0.0
62207,5.0
62209,2.0
62211,0.0
62213,6.0
62218,5.333333333333333
62219,0.0
62220,0.0
62223,3.0
62235,8.0
62236,0.0
62240,6.0
62244,0.0
62245,0.0
62247,1.0
62248,9.0
62255,3.0
62257,1.0
62260,1.5
62262,2.5
62263,1.0
62265,0.0
62267,2.0
62270,2.0
62271,2.6666666666666665
62272,0.0
62276,3.0
62287,1.5
62288,2.0
62290,1.0
62299,3.0
62307,3.0
62309,3.0
62318,3.5
62324,2.0
62330,1.0
62332,1.0
62342,1.0
62343,5.5
62346,3.0
62347,3.0
62349,2.0
62350,3.0
62352,1.3333333333333333
62356,4.5
62358,0.0
62361,0.0
62363,1.5
62368,2.5
62369,2.0
62371,2.0
62372,0.0
62374,0.0
62377,3.0
62381,0.0
62384,2.0
62389,3.5
62391,4.0
62392,3.5
62393,0.0
62396,0.0
62399,3.0
62400,3.3333333333333335
62403,3.5
62404,3.5
62408,1.0
62410,6.0
62420,3.0
62422,1.0
62426,1.0
62433,2.0
62441,1.5
62444,5.0
62449,5.0
62452,0.0
62453,0.0
62455,5.0
62459,1.0
62460,0.0
62472,1.0
62475,2.0
62476,2.3333333333333335
62477,2.3333333333333335
62481,1.0
62482,2.0
62485,5.0
62486,2.5
62489,0.0
62493,5.5
62495,2.0
62497,2.0
62500,2.5
62507,2.5
62509,3.25
62513,2.0
62521,2.0
62523,5.0
62532,0.0
62536,2.5
62539,3.0
62543,3.0
62546,3.0
62557,0.0
62561,2.0
62563,0.0
62573,1.0
62576,1.0
62578,1.5
62579,1.25
62583,1.5
62584,0.0
62586,0.0
62587,2.0
62589,3.0
62594,3.0
62602,3.0
62603,1.0
62606,1.0
62607,3.0
62609,3.0
62610,3.0
62611,3.0
62615,0.0
62625,3.0
62626,3.3333333333333335
62627,0.0
62628,4.0
62630,2.0
62634,1.0
62636,2.0
62638,4.5
62639,7.0
62642,3.0
62650,3.5
62651,3.5
62653,0.0
62655,0.0
62657,2.0
62658,0.0
62659,3.0
62661,0.0
62662,1.0
62665,0.0
62672,2.0
62675,12.0
62681,1.0
62682,0.0
62685,5.0
62687,8.0
62689,5.0
62690,2.5
62691,2.0
62692,2.0
62694,1.0
62696,0.0
62700,1.0
62701,0.0
62703,1.5
62707,1.6666666666666667
62708,1.5
62717,1.0
62722,1.0
62723,2.0
62725,2.0
62727,1.5
62730,4.0
62732,12.5
62741,16.0
62745,2.5
62749,2.3333333333333335
62753,1.5
62757,2.25
62762,6.0
62763,1.3333333333333333
62764,4.0
62769,2.0
62770,3.0
62772,2.0
62777,0.0
62779,0.0
62782,0.0
62783,1.0
62786,1.0
62805,0.0
62807,2.5
62808,1.5
62811,0.0
62815,11.0
62821,0.0
62825,3.0
62826,3.5
62827,2.5
62834,14.0
62839,3.0
62841,3.0
62842,3.0
62846,1.0
62848,1.0
62849,1.0
62851,3.0
62852,1.0
62859,2.5
62865,6.0
62868,0.0
62876,4.0
62879,3.0
62880,4.5
62888,3.0
62889,1.5
62891,0.0
62892,2.0
62893,2.0
62894,0.0
62896,0.0
62898,3.0
62899,2.5
62904,1.0
62905,3.5
62907,1.0
62908,1.5
62909,2.0
62910,2.5
62912,2.0
62913,1.5
62914,2.0
62916,2.0
62923,1.0
62936,2.5
62937,1.0
62941,0.0
62943,2.0
62946,0.0
62959,3.0
62961,2.5
62962,1.0
62965,2.5
62966,2.0
62970,3.0
62972,3.0
62974,3.0
62976,3.0
62987,1.0
62992,0.0
62994,3.5
62996,0.0
62998,9.0
63001,1.0
63006,2.0
63007,2.6666666666666665
63012,1.5
63027,4.0
63028,3.5
63030,4.0
63032,1.0
63033,4.0
63035,2.3333333333333335
63037,2.3333333333333335
63039,2.3333333333333335
63042,1.0
63045,2.0
63048,7.5
63061,1.0
63063,2.0
63071,7.0
63073,6.0
63079,4.0
63091,4.0
63097,0.0
63098,0.0
63099,2.0
63100,2.0
63101,1.0
63102,0.0
63112,1.5
63113,1.5
63115,3.0
63118,1.5
63124,2.0
63128,1.0
63131,2.5
63132,1.0
63136,6.0
63137,2.5
63139,4.5
63141,2.0
63142,1.5
63144,2.6666666666666665
63147,0.0
63148,2.0
63149,2.0
63150,2.5
63152,1.0
63155,0.0
63160,1.0
63161,1.0
63166,0.0
63170,2.3333333333333335
63173,2.0
63176,1.0
63182,2.0
63183,3.0
63186,0.0
63191,1.5
63197,2.5
63200,2.0
63201,1.0
63206,2.5
63207,2.0
63208,3.0
63211,0.0
63216,2.0
63221,5.333333333333333
63222,8.0
63223,8.0
63224,1.0
63225,7.5
63226,7.5
63227,7.5
63232,7.333333333333333
63234,7.5
63237,2.0
63241,8.0
63247,2.6666666666666665
63253,3.0
63256,1.0
63262,0.0
63264,1.3333333333333333
63267,2.0
63273,0.0
63277,1.0
63287,0.0
63288,0.0
63289,2.5
63291,2.0
63292,2.0
63293,2.0
63295,2.0
63298,2.3333333333333335
63302,4.0
63306,2.0
63316,0.0
63326,4.0
63330,3.0
63331,0.0
63335,2.0
63338,3.0
63340,3.0
63341,3.5
63349,6.0
63350,1.0
63354,3.0
63355,3.0
63356,1.0
63362,2.0
63369,1.5
63372,3.0
63373,3.0
63374,3.5
63382,1.3333333333333333
63383,2.0
63386,0.0
63387,0.0
63388,0.0
63392,0.0
63395,0.0
63398,0.0
63399,3.0
63402,1.0
63406,5.0
63407,5.0
63411,1.0
63412,2.0
63416,2.0
63418,3.0
63431,5.0
63440,0.0
63441,2.0
63453,1.5
63455,2.5
63456,2.6666666666666665
63460,6.5
63461,4.0
63465,2.5
63470,4.333333333333333
63472,4.0
63474,1.0
63477,2.6666666666666665
63478,3.5
63479,5.0
63481,0.0
63482,3.5
63486,1.0
63494,2.0
63497,11.666666666666666
63501,10.5
63505,1.0
63506,3.0
63508,1.5
63509,2.0
63515,1.0
63516,1.0
63517,1.0
63518,1.0
63519,1.0
63521,1.5
63529,4.5
63532,3.0
63534,4.0
63539,3.5
63546,1.5
63550,3.5
63555,3.0
63557,2.0
63560,0.0
63565,2.0
63567,2.75
63569,2.6666666666666665
63570,10.5
63571,5.0
63572,1.0
63582,3.0
63584,4.0
63586,0.0
63589,3.5
63592,5.0
63594,3.0
63595,2.0
63597,4.666666666666667
63605,2.3333333333333335
63608,4.0
63613,1.5
63614,2.5
63615,2.0
63618,1.5
63621,1.0
63624,0.0
63626,3.0
63627,0.0
63628,1.0
63630,4.0
63632,7.0
63633,3.3333333333333335
63636,5.0
63639,3.0
63644,1.0
63645,1.0
63648,4.5
63651,1.5
63653,5.0
63657,1.0
63659,1.6666666666666667
63663,0.0
63665,1.3333333333333333
63669,2.0
63672,1.5
63676,2.0
63677,1.5
63678,5.0
63681,1.0
63683,1.0
63684,1.5
63686,6.5
63690,6.0
63692,6.0
63693,1.0
63705,3.0
63708,1.5
63714,0.0
63719,5.5
63727,3.0
63732,4.0
63733,1.0
63735,2.0
63737,3.0
63745,0.0
63747,2.0
63748,2.0
63749,2.0
63750,0.0
63751,1.0
63753,3.5
63755,2.0
63758,4.0
63765,1.0
63766,3.0
63774,1.3333333333333333
63776,2.6666666666666665
63781,1.5
63786,5.0
63787,7.0
63789,12.0
63796,1.0
63797,0.0
63798,1.0
63799,1.0
63800,2.0
63801,1.5
63807,1.5
63809,1.0
63815,1.0
63816,0.0
63826,0.0
63828,1.0
63830,0.0
63834,2.0
63840,1.0
63841,1.5
63846,1.5
63849,3.6666666666666665
63854,2.5
63856,2.0
63857,1.5
63858,0.0
63859,3.0
63862,2.3333333333333335
63863,4.0
63867,1.0
63877,2.5
63878,1.5
63879,2.3333333333333335
63880,2.0
63883,9.0
63893,6.5
63895,4.0
63896,4.0
63902,6.0
63904,6.0
63906,4.0
63908,1.0
63914,2.0
63917,3.0
63919,1.3333333333333333
63921,7.0
63929,1.3333333333333333
63932,1.0
63938,1.5
63940,9.0
63949,0.0
63950,0.0
63951,0.0
63952,1.0
63955,2.5
63965,2.0
63967,0.0
63968,1.0
63969,4.0
63972,2.25
63973,2.5
63976,3.0
63982,1.0
63984,2.5
63985,3.0
63987,2.0
63994,4.0
63995,1.0
63997,6.0
63998,1.5
64000,4.0
64004,5.333333333333333
64006,1.0
64009,1.0
64012,3.5
64013,3.5
64014,3.5
64019,3.5
64023,1.6666666666666667
64025,0.0
64026,2.0
64029,6.0
64031,9.5
64034,1.0
64036,4.5
64039,0.0
64048,1.5
64055,2.0
64059,5.0
64063,5.0
64066,3.6666666666666665
64071,3.6666666666666665
64073,4.333333333333333
64074,3.5
64075,1.0
64081,6.0
64082,3.0
64084,4.0
64087,6.0
64089,6.0
64091,2.0
64092,2.5
64094,2.0
64095,3.0
64096,1.0
64105,2.0
64108,1.0
64109,1.0
64111,2.0
64115,4.0
64117,4.0
64120,0.0
64125,2.6666666666666665
64132,6.0
64137,1.5
64138,2.0
64139,2.0
64140,0.0
64143,5.5
64144,1.5
64147,0.0
64149,5.0
64153,2.0
64159,0.0
64161,1.5
64163,2.0
64168,2.0
64170,1.0
64173,1.0
64174,4.0
64175,3.0
64177,3.5
64178,3.5
64185,4.0
64186,2.0
64188,1.0
64192,2.0
64194,2.0
64197,2.0
64201,3.0
64202,1.0
64207,1.25
64212,1.0
64213,1.0
64221,3.3333333333333335
64223,1.0
64227,1.0
64231,2.0
64233,0.0
64234,2.0
64240,1.5
64246,2.0
64248,1.5
64249,1.5
64250,2.0
64253,0.0
64257,3.0
64261,0.0
64266,1.0
64271,0.0
64280,10.0
64282,8.0
64283,9.5
64286,0.0
64287,2.0
64297,0.0
64298,1.0
64305,1.0
64307,2.0
64308,1.75
64314,1.5
64315,0.0
64321,2.0
64324,2.0
64325,2.0
64328,1.6666666666666667
64329,0.0
64330,1.0
64331,2.0
64332,3.0
64334,2.5
64335,2.5
64336,2.5
64340,1.0
64345,0.0
64347,1.0
64356,1.0
64366,2.0
64370,1.0
64372,2.0
64377,2.3333333333333335
64379,2.0
64383,1.0
64384,0.0
64389,1.5
64391,1.0
64392,0.0
64395,4.0
64398,0.0
64399,3.0
64403,1.0
64407,3.0
64408,2.5
64409,2.3333333333333335
64410,2.3333333333333335
64414,2.5
64415,0.0
64418,0.0
64420,1.0
64421,0.0
64423,5.0
64424,1.5
64429,3.5
64431,3.0
64432,2.25
64445,1.5
64447,2.0
64450,2.0
64452,2.0
64453,2.5
64459,0.0
64460,2.0
64461,2.0
64463,2.6666666666666665
64464,3.5
64467,1.0
64472,3.0
64473,2.0
64477,2.0
64479,0.0
64480,0.0
64484,0.0
64485,2.0
64487,0.0
64493,0.0
64494,5.0
64501,3.0
64502,4.0
64506,2.3333333333333335
64518,5.0
64528,2.5
64529,3.0
64530,3.3333333333333335
64531,3.0
64532,3.0
64533,3.0
64536,2.3333333333333335
64538,2.0
64550,1.0
64552,3.0
64566,3.0
64567,3.0
64568,3.0
64570,2.0
64571,1.0
64577,5.0
64580,3.5
64593,3.5
64595,2.5
64601,1.0
64603,3.6666666666666665
64610,1.5
64614,2.0
64620,2.0
64621,2.0
64623,2.3333333333333335
64626,2.0
64628,1.5
64632,0.0
64633,1.5
64635,1.0
64636,2.0
64639,2.0
64641,1.0
64643,1.5
64646,6.0
64648,4.0
64650,2.0
64651,2.0
64652,1.0
64653,2.5
64656,1.5
64658,2.0
64659,2.0
64663,0.0
64669,0.0
64672,6.0
64673,6.0
64675,1.0
64676,4.0
64680,1.5
64682,0.0
64685,1.0
64690,2.5
64695,2.0
64696,3.5
64698,4.0
64700,0.0
64701,0.0
64702,4.0
64706,2.0
64715,1.0
64718,1.5
64719,3.0
64721,7.0
64724,1.0
64727,4.0
64729,1.0
64730,0.0
64741,0.0
64742,2.0
64743,3.0
64746,1.6666666666666667
64747,1.6666666666666667
64749,1.3333333333333333
64750,1.0
64752,0.0
64753,0.0
64755,1.5
64761,2.5
64766,3.5
64769,2.0
64773,1.0
64774,1.3333333333333333
64775,2.0
64780,0.0
64784,1.3333333333333333
64786,1.3333333333333333
64797,5.0
64800,1.0
64801,0.0
64804,0.0
64810,4.0
64813,3.5
64816,0.0
64822,1.0
64823,2.5
64824,3.0
64829,3.5
64832,4.0
64835,3.0
64837,1.5
64841,2.0
64842,0.0
64850,2.0
64851,2.3333333333333335
64869,0.0
64874,0.0
64875,0.0
64877,8.0
64878,2.6666666666666665
64879,6.0
64880,6.0
64882,2.5
64883,3.0
64885,5.0
64886,6.5
64888,3.5
64889,2.0
64891,0.0
64893,1.5
64895,1.0
64900,4.5
64901,4.5
64906,3.0
64910,2.0
64914,3.5
64918,2.0
64921,1.0
64924,2.5
64927,0.0
64932,2.6666666666666665
64936,1.75
64938,2.0
64939,1.0
64947,5.0
64950,1.0
64951,0.0
64956,4.0
64957,1.75
64962,2.0
64965,2.0
64966,1.0
64975,2.0
64977,3.0
64982,2.0
64986,2.5
64992,1.5
64993,0.0
64994,6.0
64995,3.0
64997,1.0
65015,3.0
65017,1.3333333333333333
65019,3.0
65022,1.0
65025,2.0
65027,2.0
65029,2.0
65030,2.0
65031,2.3333333333333335
65033,2.0
65034,3.0
65035,3.0
65039,2.0
65040,5.0
65042,2.6666666666666665
65043,3.0
65045,1.0
65049,1.0
65050,2.0
65052,1.0
65054,0.0
65055,0.0
65060,4.0
65061,1.0
65064,4.333333333333333
65065,2.0
65067,2.0
65072,1.5
65073,0.0
65076,3.0
65079,2.5
65083,3.0
65084,0.0
65086,1.0
65089,1.0
65090,1.0
65092,0.0
