,term,idfscore
6208,industrialpro,9.117256046452557
6209,solarflex,8.018643757784446
6210,oakwalnut,9.117256046452557
6211,3lite,7.730961685332666
6212,truporte,6.409205845350346
6213,20green,9.117256046452557
6214,ridx,8.424108865892611
6215,psikpa,6.5523066889910195
6216,petg,9.117256046452557
6217,adapts,9.117256046452557
6218,fnpt,7.730961685332666
6219,peen,7.507818134018456
6220,waterdefense,8.424108865892611
6221,detection,6.2840427023963406
6222,fizz,9.117256046452557
6223,ho,9.117256046452557
6224,8ft,8.424108865892611
6225,10discontinued,9.117256046452557
6226,airtite,6.632349396664556
6227,remodel,6.478198716837298
6228,ic,5.9392022161046105
6229,brownblack,7.507818134018456
6230,dekorra,6.344667324212775
6231,workshop,7.0378145047727205
6232,airpro,6.2840427023963406
6233,pfc63,8.424108865892611
6234,111sd,7.507818134018456
6235,flapper,6.172817067286116
6236,sonicrafter,7.507818134018456
6237,27piece,8.424108865892611
6238,qep,5.22543574834193
6239,riazzi,9.117256046452557
6240,coir,5.65152014365283
6241,neverrust,7.325496577224501
6242,kerstin,7.325496577224501
6243,invert,7.507818134018456
6244,fluorescentgreen,9.117256046452557
6245,440volt,8.424108865892611
6246,run,6.920031469116337
6247,capacitor,7.325496577224501
6248,packard,8.018643757784446
6249,mfd,8.018643757784446
6250,brawny,9.117256046452557
6251,resort,7.325496577224501
6252,rodale,7.171345897397243
6253,coco,6.121523772898565
6254,upg,5.981761830523407
6255,conventional,7.730961685332666
6256,sikabond,9.117256046452557
6257,garrido,9.117256046452557
6258,rom,7.325496577224501
6259,sshaped,8.424108865892611
6260,knocker,7.0378145047727205
6261,practic60,9.117256046452557
6262,rubi,7.507818134018456
6263,warmwhite,7.730961685332666
6264,ezanchor,9.117256046452557
6265,baytown,7.325496577224501
6266,3cup,8.018643757784446
6267,processor,6.409205845350346
6268,miniprep,8.018643757784446
6269,n2507,9.117256046452557
6270,envirospike,8.424108865892611
6271,2burner,5.859159508431074
6272,600amp,8.018643757784446
6273,acdc,6.814670953458511
6274,hexnuthead,6.719360773654186
6275,doppler,8.424108865892611
6276,picturehanging,9.117256046452557
6277,4pin,6.172817067286116
6278,t6,8.018643757784446
6279,2c,8.424108865892611
6280,stacking,8.018643757784446
6281,gadgets,8.018643757784446
6282,p54zxt,9.117256046452557
6283,combine,8.424108865892611
6284,composition,7.730961685332666
6285,analog,7.507818134018456
6286,multimeter,7.171345897397243
6287,1tb,6.814670953458511
6288,1mp,7.730961685332666
6289,sabbia,9.117256046452557
6290,paradox,9.117256046452557
6291,kerr,8.424108865892611
6292,14light,9.117256046452557
6293,movercarpet,7.730961685332666
6294,dryerfloor,7.730961685332666
6295,bair,7.507818134018456
6296,spigot,5.898380221584356
6297,muretto,7.0378145047727205
6298,durango,6.920031469116337
6299,rizzy,6.814670953458511
6300,eastham,9.117256046452557
6301,bistro,5.506338133808332
6302,turbine,6.814670953458511
6303,weatherguard,7.730961685332666
6304,chloe,6.920031469116337
6305,thandle,6.920031469116337
6306,terminate,8.424108865892611
6307,5count,8.018643757784446
6308,termite,6.814670953458511
6309,inx37,9.117256046452557
6310,inglacier,9.117256046452557
6311,inacrylic,7.730961685332666
6312,windowssiliconeampscreendiscontinued,9.117256046452557
6313,hylite,5.859159508431074
6314,pizzacraft,7.0378145047727205
6315,pizza,6.719360773654186
6316,demolition,6.072733608729133
6317,lipped,9.117256046452557
6318,woodboring,9.117256046452557
6319,utarpit,8.424108865892611
6320,iso,7.507818134018456
6321,noche,6.719360773654186
6322,ellsworth,8.424108865892611
6323,riverridge,7.730961685332666
6324,ashton,9.117256046452557
6325,metalwood,9.117256046452557
6326,12roll,9.117256046452557
6327,tail,6.2840427023963406
6328,xp,5.65152014365283
6329,haley,7.325496577224501
6330,dorcy,6.920031469116337
6331,marantec,7.325496577224501
6332,synergy,7.325496577224501
6333,surform,7.730961685332666
6334,plane,6.920031469116337
6335,monitor,5.65152014365283
6336,corsica,8.018643757784446
6337,latitude,6.5523066889910195
6338,vikrell,6.5523066889910195
6339,rainhandler,7.507818134018456
6340,portola,9.117256046452557
6341,slotted,7.730961685332666
6342,tripletrack,6.719360773654186
6343,fiesta,6.719360773654186
6344,featherfinish,9.117256046452557
6345,skimcoat,8.018643757784446
6346,polesoutdoor,9.117256046452557
6347,polepost,8.424108865892611
6348,maxim,7.730961685332666
6349,ignitor,9.117256046452557
6350,twill,8.018643757784446
6351,solidoor,6.478198716837298
6352,timeamatic,9.117256046452557
6353,trusouth,8.018643757784446
6354,pre,6.920031469116337
6355,alexander,7.507818134018456
6356,mojack,9.117256046452557
6357,hdl,9.117256046452557
6358,8d,7.0378145047727205
6359,itwinkle,8.424108865892611
6360,fampp,7.730961685332666
6361,wolman,7.507818134018456
6362,kwickan,8.424108865892611
6363,5hook,9.117256046452557
6364,adler,5.981761830523407
6365,nutcracker,8.018643757784446
6366,hat,5.898380221584356
6367,kurt,6.344667324212775
6368,rvmarine,9.117256046452557
6369,negro,9.117256046452557
6370,moldura,8.424108865892611
6371,pencil,6.026213593094241
6372,bordon,9.117256046452557
6373,sawcut,8.018643757784446
6374,hawking,9.117256046452557
6375,weedbgon,8.018643757784446
6376,montero,8.018643757784446
6377,oxy,7.730961685332666
6378,odoban,6.814670953458511
6379,discontinue,6.5523066889910195
6380,quarterturn,6.478198716837298
6381,3circuit,9.117256046452557
6382,503020amp,9.117256046452557
6383,rv,5.7850515362773525
6384,gcfi,8.424108865892611
6385,3space,9.117256046452557
6386,unmetered,7.507818134018456
6387,redorange,9.117256046452557
6388,unidoor,5.7850515362773525
6389,hinged,6.2840427023963406
6390,hid,5.310593556682236
6391,onlydiscontinued,9.117256046452557
6392,antimicrobial,6.344667324212775
6393,lustre,4.990121661407465
6394,agent,7.0378145047727205
6395,closedfront,7.0378145047727205
6396,simpleprep,8.424108865892611
6397,rainstation,9.117256046452557
6398,keyed,7.325496577224501
6399,mechanism,6.409205845350346
6400,nutsedge,8.018643757784446
6401,readytospray,6.2840427023963406
6402,pfc25,8.424108865892611
6403,firex,7.325496577224501
6404,tear,8.424108865892611
6405,d125,8.018643757784446
6406,caribbean,6.409205845350346
6407,1pk,9.117256046452557
6408,blackburn,5.6832688419674104
6409,harden,8.018643757784446
6410,trust,7.171345897397243
6411,minnesota,7.325496577224501
6412,bandana,6.632349396664556
6413,viking,6.409205845350346
6414,char,7.730961685332666
6415,essen,7.325496577224501
6416,blades,6.409205845350346
6417,elevate,6.814670953458511
6418,bz8250htkc,9.117256046452557
6419,mappro,8.424108865892611
6420,valvehandles,9.117256046452557
6421,touchless,6.172817067286116
6422,iodigital,8.424108865892611
6423,mounting,6.172817067286116
6424,differential,9.117256046452557
6425,ecoincandescent,8.424108865892611
6426,30x345x24,5.7850515362773525
6427,dartmouth,7.730961685332666
6428,3pocket,9.117256046452557
6429,quickup,9.117256046452557
6430,32bottle,8.018643757784446
6431,undercounter,6.814670953458511
6432,maverick,7.730961685332666
6433,barstool,7.507818134018456
6434,ospdesigns,8.424108865892611
6435,11light,9.117256046452557
6436,pendulum,8.424108865892611
6437,basset,7.171345897397243
6438,radiance,6.478198716837298
6439,tuffguard,8.424108865892611
6440,wheatland,7.325496577224501
6441,intermediate,7.507818134018456
6442,putty,5.6832688419674104
6443,du4,9.117256046452557
6444,durham39s,9.117256046452557
6445,woman,7.171345897397243
6446,glove,4.826796605304165
6447,3pair,8.424108865892611
6448,greenredblue,9.117256046452557
6449,euri,6.344667324212775
6450,fungicide,7.507818134018456
6451,daconil,8.424108865892611
6452,hesler,9.117256046452557
6453,sunset,5.288614649963462
6454,oakwood,8.424108865892611
6455,achim,8.018643757784446
6456,45watt,7.730961685332666
6457,salerno,7.730961685332666
6458,matching,8.424108865892611
6459,ferrara,7.507818134018456
6460,prefolded,8.424108865892611
6461,handmasker,8.018643757784446
6462,cooker,6.072733608729133
6463,vardon,9.117256046452557
6464,cork,5.898380221584356
6465,polyfinished,7.730961685332666
6466,slideashelf,7.0378145047727205
6467,madetofit,7.0378145047727205
6468,slideout,6.632349396664556
6469,syp,7.730961685332666
6470,rtd,7.507818134018456
6471,25watt,5.65152014365283
6472,r14,8.424108865892611
6473,montevilla,6.632349396664556
6474,facet,7.730961685332666
6475,qtxn,9.117256046452557
6476,nightlight,6.072733608729133
6477,singlehead,9.117256046452557
6478,zflex,6.5523066889910195
6479,regency,6.344667324212775
6480,quietlift,8.018643757784446
6481,keylesskeypad,9.117256046452557
6482,belltown,7.171345897397243
6483,brookstone,8.424108865892611
6484,wimberly,9.117256046452557
6485,avara,7.730961685332666
6486,knockout,6.172817067286116
6487,acdelco,8.424108865892611
6488,hatton,6.920031469116337
6489,rhododendron,6.719360773654186
6490,corkboard,9.117256046452557
6491,zurn,5.859159508431074
6492,backlight,7.507818134018456
6493,durablack,7.0378145047727205
6494,singlewall,6.920031469116337
6495,flats,7.325496577224501
6496,carpster,9.117256046452557
6497,coaster,8.424108865892611
6498,conquest,7.507818134018456
6499,3door,8.424108865892611
6500,lbbox,7.730961685332666
6501,toptile,7.171345897397243
6502,oxiclean,8.424108865892611
6503,staccato,8.018643757784446
6504,g40,7.730961685332666
6505,18drawer,9.117256046452557
6506,la,5.0742047786180065
6507,shell,5.981761830523407
6508,jolla,9.117256046452557
6509,fm,7.730961685332666
6510,lightunes,9.117256046452557
6511,robot,6.920031469116337
6512,madrina,7.730961685332666
6513,cannock,9.117256046452557
6514,swingdoor,8.018643757784446
6515,mirrored,7.507818134018456
6516,glasstile,9.117256046452557
6517,23piece,7.730961685332666
6518,prep,6.632349396664556
6519,plaque,5.749960216466082
6520,edgewood,6.409205845350346
6521,qualarc,5.9392022161046105
6522,address,5.506338133808332
6523,m8,8.018643757784446
6524,locknuts,8.018643757784446
6525,infinityz,6.920031469116337
6526,24grit,8.424108865892611
6527,flonstop,7.730961685332666
6528,systemdiscontinued,7.507818134018456
6529,shutoff,5.7850515362773525
6530,woodville,8.424108865892611
6531,prism,7.507818134018456
6532,hideaway,6.814670953458511
6533,trak,6.920031469116337
6534,inout,8.018643757784446
6535,granville,8.018643757784446
6536,k30,9.117256046452557
6537,autoclean,8.424108865892611
6538,graco,6.2840427023963406
6539,ezflo,5.9392022161046105
6540,airjet,9.117256046452557
6541,overflow,5.022911484230455
6542,expose,5.6832688419674104
6543,magnogrip,7.325496577224501
6544,medina,6.632349396664556
6545,phosphoric,8.018643757784446
6546,fastacting,8.424108865892611
6547,acorn,6.814670953458511
6548,downlight,5.981761830523407
6549,blissful,9.117256046452557
6550,triton,5.506338133808332
6551,stream,7.171345897397243
6552,34quot,8.424108865892611
6553,nose,4.773450624598873
6554,370volt,8.424108865892611
6555,tiptoe,7.171345897397243
6556,correa,9.117256046452557
6557,current,7.0378145047727205
6558,alternate,8.018643757784446
6559,rich,6.478198716837298
6560,majesty,8.018643757784446
6561,20ah,7.171345897397243
6562,tlock,9.117256046452557
6563,15blades,9.117256046452557
6564,floraflow,7.325496577224501
6565,bulldog,7.0378145047727205
6566,24hourly,8.018643757784446
6567,setting,7.0378145047727205
6568,touchsmart,8.018643757784446
6569,6presets,8.424108865892611
6570,baseboarders,7.325496577224501
6571,woodlore,8.424108865892611
6572,120count,9.117256046452557
6573,lifan,6.172817067286116
6574,timberlok,8.018643757784446
6575,lampkin,8.424108865892611
6576,clicker,8.424108865892611
6577,postage,8.424108865892611
6578,dragonfly,6.719360773654186
6579,dallas,6.226884288556391
6580,nba,6.478198716837298
6581,lund,5.20523304102441
6582,angled,8.018643757784446
6583,xrp,5.9392022161046105
6584,34Ã¥Â¡,8.018643757784446
6585,quietclean,8.424108865892611
6586,camco,6.226884288556391
6587,10drawer,6.920031469116337
6588,peggable,8.018643757784446
6589,maxiloc,8.018643757784446
6590,kingsize,6.121523772898565
6591,flipswitch,9.117256046452557
6592,flora,7.730961685332666
6593,fluence,6.719360773654186
6594,opaque,7.730961685332666
6595,234gauge,8.018643757784446
6596,aquatex,7.171345897397243
6597,retread,8.018643757784446
6598,thomas,5.7850515362773525
6599,tea,5.65152014365283
6600,75amp,7.507818134018456
6601,ultrasaw,7.730961685332666
6602,surf,6.632349396664556
6603,selftest,7.171345897397243
6604,raceday,6.814670953458511
6605,2spray,6.5523066889910195
6606,planer,8.424108865892611
6607,thickness,7.325496577224501
6608,allison,7.730961685332666
6609,amerock,5.379586428169188
6610,nptf,7.0378145047727205
6611,hitachi,5.356055930758994
6612,montecito,8.018643757784446
6613,float,4.747808193985535
6614,rfsn9,9.117256046452557
6615,piggyback,8.424108865892611
6616,giant,5.533737107996446
6617,little,5.379586428169188
6618,terminator,7.730961685332666
6619,beapco,8.424108865892611
6620,loop,4.958372963092884
6621,bell39o,6.719360773654186
6622,audiovideo,7.325496577224501
6623,15x285x21,6.920031469116337
6624,roxbury,7.730961685332666
6625,manganite,6.344667324212775
6626,quadec,9.117256046452557
6627,pillow,5.379586428169188
6628,artistic,5.166012327871129
6629,damask2,9.117256046452557
6630,weaver,4.840589927436501
6631,s2303,9.117256046452557
6632,paradise,6.719360773654186
6633,palm,5.403683979748249
6634,thro,9.117256046452557
6635,balance,5.146964132900434
6636,leatherman,6.719360773654186
6637,7in1,7.730961685332666
6638,skeletool,8.424108865892611
6639,throw,5.859159508431074
6640,replace,7.730961685332666
6641,leadcyst,9.117256046452557
6642,swan,5.749960216466082
6643,marrakeshbiscuit,9.117256046452557
6644,duraflame,6.814670953458511
6645,ontel,9.117256046452557
6646,victory,7.730961685332666
6647,orangery,9.117256046452557
6648,greenhouse,5.7850515362773525
6649,palram,7.0378145047727205
6650,lower,7.171345897397243
6651,ed235,7.325496577224501
6652,sodium,5.620748484986076
6653,ceramalux,6.5523066889910195
6654,70watt,7.325496577224501
6655,gyro,5.590895521836395
6656,cleveland,7.171345897397243
6657,advantium,7.171345897397243
6658,18x345x23,9.117256046452557
6659,lg3,9.117256046452557
6660,minipaw,9.117256046452557
6661,poma,8.018643757784446
6662,partner,6.478198716837298
6663,a118fs1,9.117256046452557
6664,nitrogen,9.117256046452557
6665,milorganite,9.117256046452557
6666,artscape,5.7850515362773525
6667,shelfcounter,9.117256046452557
6668,homax,5.9392022161046105
6669,george,8.018643757784446
6670,fanlinc,9.117256046452557
6671,18x243x345,9.117256046452557
6672,g165,6.814670953458511
6673,coventry,6.478198716837298
6674,greystone,6.226884288556391
6675,dream,7.325496577224501
6676,aquarest,6.719360773654186
6677,drylok,7.171345897397243
6678,uhfvhffm,9.117256046452557
6679,60mile,9.117256046452557
6680,depthfinder,9.117256046452557
6681,ppf41,8.424108865892611
6682,firebox,7.507818134018456
6683,bend,6.814670953458511
6684,liquidtight,6.719360773654186
6685,airtight,7.171345897397243
6686,40circuit,6.026213593094241
6687,alexei,9.117256046452557
6688,legacy,6.814670953458511
6689,vanderford,8.018643757784446
6690,chromatherapy,7.507818134018456
6691,plycor,8.424108865892611
6692,beveled,7.0378145047727205
6693,35pack,7.507818134018456
6694,rg59,7.507818134018456
6695,blowervacuummulcher,8.424108865892611
6696,ultraplus,9.117256046452557
6697,2br115,9.117256046452557
6698,1br230,9.117256046452557
6699,renovation,7.0378145047727205
6700,10space,7.507818134018456
6701,8in1,7.730961685332666
6702,stalwart,6.478198716837298
6703,laurel,6.5523066889910195
6704,caraway,8.018643757784446
6705,topiary,6.344667324212775
6706,boxwood,6.478198716837298
6707,megahome,7.507818134018456
6708,earmuff,8.018643757784446
6709,shepherd,5.859159508431074
6710,frigo,7.730961685332666
6711,quilt,6.814670953458511
6712,repel,8.018643757784446
6713,150pack,7.325496577224501
6714,bastard,6.920031469116337
6715,hydrogen,8.018643757784446
6716,peroxide,8.018643757784446
6717,siro,7.730961685332666
6718,victor,6.920031469116337
6719,discs,9.117256046452557
6720,embossed,8.424108865892611
6721,stranded,8.018643757784446
6722,conductor,5.7850515362773525
6723,typebc,8.424108865892611
6724,schiene,7.507818134018456
6725,hausys,7.325496577224501
6726,viatera,7.325496577224501
6727,mulholland,9.117256046452557
6728,woodspire,9.117256046452557
6729,fconnector,7.325496577224501
6730,gardenia,6.344667324212775
6731,mint,7.507818134018456
6732,method,7.171345897397243
6733,lavery,5.20523304102441
6734,minka,5.20523304102441
6735,pierre,7.171345897397243
6736,cornerstone,6.920031469116337
6737,place,5.859159508431074
6738,astor,7.730961685332666
6739,sydney,6.920031469116337
6740,dolce,7.730961685332666
6741,3seater,9.117256046452557
6742,mango,7.325496577224501
6743,mossoro,7.0378145047727205
6744,flair,6.632349396664556
6745,4prong,8.018643757784446
6746,ppf13,7.730961685332666
6747,sunning,8.424108865892611
6748,traffic,6.5523066889910195
6749,tiltstyle,9.117256046452557
6750,in3,9.117256046452557
6751,logic,7.730961685332666
6752,propex,8.424108865892611
6753,4packdiscontinued,6.920031469116337
6754,altitude,8.424108865892611
6755,silestone,5.561907984963143
6756,lagoon,8.018643757784446
6757,xlarge,5.859159508431074
6758,sodo,9.117256046452557
6759,heathland,6.478198716837298
6760,symphony,8.018643757784446
6761,20000watt,8.018643757784446
6762,6count,7.507818134018456
6763,lanterns,7.325496577224501
6764,japanese,6.719360773654186
6765,store,6.5523066889910195
6766,mural,6.478198716837298
6767,brownstone,7.171345897397243
6768,bnc29,9.117256046452557
6769,brookfield,6.5523066889910195
6770,18x345x21,8.018643757784446
6771,680b4,9.117256046452557
6772,pressed,9.117256046452557
6773,prairie,6.5523066889910195
6774,ul1809,9.117256046452557
6775,30amppower,9.117256046452557
6776,ft12,8.424108865892611
6777,glomar,5.166012327871129
6778,nubi,9.117256046452557
6779,bianche,9.117256046452557
6780,dove,6.344667324212775
6781,hygiene,9.117256046452557
6782,jt,6.344667324212775
6783,synergetic,8.424108865892611
6784,hair,6.409205845350346
6785,pojjo,8.018643757784446
6786,marissa,7.507818134018456
6787,tools,7.507818134018456
6788,sidewalk,7.325496577224501
6789,chopper,8.424108865892611
6790,bully,5.859159508431074
6791,micrometer,8.424108865892611
6792,hardiepanel,8.424108865892611
6793,kalorik,7.325496577224501
6794,lifestyle,6.172817067286116
6795,loloi,6.632349396664556
6796,netwerks,9.117256046452557
6797,stereo,7.325496577224501
6798,hedger,8.424108865892611
6799,shrubber,7.730961685332666
6800,photosensor,8.424108865892611
6801,tensionmount,8.424108865892611
6802,elara,9.117256046452557
6803,burnt,6.072733608729133
6804,broad,7.325496577224501
6805,neoangle,6.344667324212775
6806,woodland,6.409205845350346
6807,sae300,8.424108865892611
6808,kubota,6.920031469116337
6809,onepak,8.424108865892611
6810,weldergenerator,7.171345897397243
6811,epa,6.478198716837298
6812,nouveau,6.719360773654186
6813,8panel,7.325496577224501
6814,burton,6.920031469116337
6815,talista,6.344667324212775
6816,tritap,7.730961685332666
6817,utah,8.424108865892611
6818,casting,9.117256046452557
6819,worm,6.719360773654186
6820,earthco,7.730961685332666
6821,4flow,7.171345897397243
6822,toastroven,9.117256046452557
6823,softclose,7.171345897397243
6824,afci,7.325496577224501
6825,r22,9.117256046452557
6826,bold,6.920031469116337
6827,newage,5.9392022161046105
6828,nfl091b,9.117256046452557
6829,cupc,5.981761830523407
6830,1825in,7.325496577224501
6831,1375in,9.117256046452557
6832,longradius,9.117256046452557
6833,native,6.172817067286116
6834,ftbox,8.424108865892611
6835,gostone,8.018643757784446
6836,ellington,7.171345897397243
6837,singletier,7.325496577224501
6838,soffit,6.814670953458511
6839,overcenter,9.117256046452557
6840,keeper,5.20523304102441
6841,lash,7.730961685332666
6842,knockouts,8.018643757784446
6843,concentric,7.325496577224501
6844,saltillo,7.507818134018456
6845,whitechrome,9.117256046452557
6846,bougainvillea,7.171345897397243
6847,dualdirection,9.117256046452557
6848,tiller,6.226884288556391
6849,reartine,8.018643757784446
6850,gimbal,7.171345897397243
6851,weathertech,6.226884288556391
6852,tantan,9.117256046452557
6853,techfloor,6.226884288556391
6854,brussel39s,6.478198716837298
6855,bonsai,6.2840427023963406
6856,lucky,6.409205845350346
6857,ethernet,6.172817067286116
6858,ser,7.507818134018456
6859,qca,6.5523066889910195
6860,ocean,6.344667324212775
6861,10stainless,9.117256046452557
6862,cx10,9.117256046452557
6863,cure,7.507818134018456
6864,nonintegrated,6.920031469116337
6865,plc,6.026213593094241
6866,26watt,6.5523066889910195
6867,g24q3,7.730961685332666
6868,55volt,9.117256046452557
6869,130e1,9.117256046452557
6870,purely,9.117256046452557
6871,emser,8.018643757784446
6872,jupiter,7.507818134018456
6873,tamperresistant,6.814670953458511
6874,brookshire,7.171345897397243
6875,tracer,7.507818134018456
6876,5clamsmaster,9.117256046452557
6877,courtney,9.117256046452557
6878,multibit,7.730961685332666
6879,punchdown,7.0378145047727205
6880,code,6.2840427023963406
6881,teflon,7.730961685332666
6882,driverdrill,6.632349396664556
6883,plunger,7.0378145047727205
6884,marietta,7.507818134018456
6885,overtherange,7.325496577224501
6886,duke,9.117256046452557
6887,graham,6.026213593094241
6888,nano,7.325496577224501
6889,maxx,6.409205845350346
6890,spritzer,9.117256046452557
6891,gator,6.814670953458511
6892,motorize,6.814670953458511
6893,semi,6.226884288556391
6894,scraped,9.117256046452557
6895,fuego,7.507818134018456
6896,crimper,7.730961685332666
6897,aquatopia,7.730961685332666
6898,hippo,7.730961685332666
6899,memory,6.026213593094241
6900,doublehung,7.171345897397243
6901,tiltwash,7.171345897397243
6902,par30s,8.018643757784446
6903,75w,5.620748484986076
6904,3rail,6.5523066889910195
6905,quadtro,8.018643757784446
6906,family,8.018643757784446
6907,semirigid,7.171345897397243
6908,spreadstone,7.507818134018456
6909,daich,6.632349396664556
6910,imaging,7.0378145047727205
6911,e4,9.117256046452557
6912,uchannel,8.018643757784446
6913,24x298x125,8.424108865892611
6914,xsmall,8.018643757784446
6915,interconnected,7.171345897397243
6916,brk,8.018643757784446
6917,pigtail,7.507818134018456
6918,candelabrabase,8.018643757784446
6919,wv50,8.424108865892611
6920,squeegee,6.814670953458511
6921,speakman,5.821419180448228
6922,anystream,6.814670953458511
6923,6jet,7.171345897397243
6924,mdl,8.018643757784446
6925,32amp,8.424108865892611
6926,lally,8.018643757784446
6927,dean,9.117256046452557
6928,touchdog,7.0378145047727205
6929,blackshark,7.325496577224501
6930,subzerostorm,7.325496577224501
6931,85w,8.424108865892611
6932,preassemble,6.719360773654186
6933,uproot,9.117256046452557
6934,hearthstone,6.5523066889910195
6935,brisa,6.226884288556391
6936,spaced,8.424108865892611
6937,tribolt,9.117256046452557
6938,keyless,6.344667324212775
6939,rhinotec,9.117256046452557
6940,6pieces,7.325496577224501
6941,norskstor,7.0378145047727205
6942,crosse,6.814670953458511
6943,heavygauge,8.018643757784446
6944,ventless,7.0378145047727205
6945,domed,8.424108865892611
6946,bushing,6.920031469116337
6947,tiedown,6.814670953458511
6948,web,6.920031469116337
6949,nosepiece,8.018643757784446
6950,tileable,9.117256046452557
6951,projector,7.507818134018456
6952,cappuccino,6.478198716837298
6953,kstyle,6.632349396664556
6954,4foot,9.117256046452557
6955,exotic,6.632349396664556
6956,antiickypoo,9.117256046452557
6957,enzyme,8.424108865892611
6958,4000pack,7.171345897397243
6959,barbque,8.018643757784446
6960,brassplated,6.5523066889910195
6961,winterguard,7.507818134018456
6962,lockon,6.920031469116337
6963,lockoff,9.117256046452557
6964,regulator,5.9392022161046105
6965,ppu616,9.117256046452557
6966,michael,6.814670953458511
6967,2packdiscontinued,5.981761830523407
6968,grave,7.325496577224501
6969,libman,5.981761830523407
6970,gentle,8.424108865892611
6971,underside,8.424108865892611
6972,moldex,8.018643757784446
6973,ardennes,8.424108865892611
6974,pepper,6.719360773654186
6975,multipiece,8.424108865892611
6976,nuvo,7.730961685332666
6977,couture,8.424108865892611
6978,cocoa,5.749960216466082
6979,repellant,7.730961685332666
6980,waterbased,5.7850515362773525
6981,specrail,8.424108865892611
6982,shelburne,7.325496577224501
6983,forwardrotating,8.018643757784446
6984,fronttine,8.018643757784446
6985,vfbc36,9.117256046452557
6986,vfbc32,9.117256046452557
6987,vfbc42,9.117256046452557
6988,kingsbridge,6.719360773654186
6989,cabernet,5.356055930758994
6990,13x13,7.730961685332666
6991,nieve,8.424108865892611
6992,newspaper,6.478198716837298
6993,roadside,6.920031469116337
6994,flexbond,8.018643757784446
6995,windowdoor,7.507818134018456
6996,dpst,8.018643757784446
6997,prevail,9.117256046452557
6998,comfortrack,9.117256046452557
6999,sighthd,8.424108865892611
7000,record,7.0378145047727205
7001,alc,8.424108865892611
7002,oncamera,8.424108865892611
7003,glo,8.018643757784446
7004,xr90,9.117256046452557
7005,snavely,8.424108865892611
7006,galleon,8.424108865892611
7007,vnotch,8.424108865892611
7008,stairstep,9.117256046452557
7009,glamtopaz,9.117256046452557
7010,sg120,9.117256046452557
7011,daiquiri,9.117256046452557
7012,highprofile,6.632349396664556
7013,skylight,5.006382182279245
7014,velux,5.267108444742497
7015,inspiration,6.814670953458511
7016,unitpanel,9.117256046452557
7017,476gal,9.117256046452557
7018,suede,5.898380221584356
7019,maxi,6.814670953458511
7020,porcelainenameled,7.0378145047727205
7021,palmetto,7.171345897397243
7022,waffle,8.424108865892611
7023,energyefficient,9.117256046452557
7024,matter,6.026213593094241
7025,fliptop,7.730961685332666
7026,pac,8.018643757784446
7027,z,6.121523772898565
7028,chandelierdiscontinued,7.507818134018456
7029,bellingham,7.730961685332666
7030,11pieces,9.117256046452557
7031,pgt15zr,9.117256046452557
7032,management,6.814670953458511
7033,courant,8.018643757784446
7034,converter,6.478198716837298
7035,skew,7.730961685332666
7036,2x10,7.730961685332666
7037,purity,8.018643757784446
7038,thatch,8.424108865892611
7039,railing,8.018643757784446
7040,quotrfquot,9.117256046452557
7041,incandescentcflled,8.018643757784446
7042,sureslide,9.117256046452557
7043,app,7.507818134018456
7044,cicero,8.018643757784446
7045,walkthrough,7.0378145047727205
7046,3phase,6.409205845350346
7047,reedley,9.117256046452557
7048,operation,7.325496577224501
7049,ultraquiet,7.730961685332666
7050,smartphonecontrolled,8.018643757784446
7051,linus,7.325496577224501
7052,jeff,7.171345897397243
7053,lewis,6.478198716837298
7054,ezflex,9.117256046452557
7055,combustible,8.424108865892611
7056,bill,7.325496577224501
7057,siesta,8.424108865892611
7058,dollar,8.018643757784446
7059,hirim,9.117256046452557
7060,fcs9370m,9.117256046452557
7061,acoustic,6.719360773654186
7062,quietzone,8.424108865892611
7063,versatip,9.117256046452557
7064,globalrose,6.478198716837298
7065,sevilla,8.018643757784446
7066,rewind,8.018643757784446
7067,7pack,6.814670953458511
7068,fsp8493u,9.117256046452557
7069,12lite,7.171345897397243
7070,3amp,6.920031469116337
7071,in11,7.325496577224501
7072,15box,9.117256046452557
7073,bostitch,5.9392022161046105
7074,28Ã¥Â¡,9.117256046452557
7075,72volt,6.814670953458511
7076,prier,6.2840427023963406
7077,mansfield,7.325496577224501
7078,pressureregulating,9.117256046452557
7079,25ft,9.117256046452557
7080,250watt,6.344667324212775
7081,tomcat,8.018643757784446
7082,2count,9.117256046452557
7083,n,6.026213593094241
7084,mouse,6.409205845350346
7085,canton,8.018643757784446
7086,everest,7.171345897397243
7087,ashley,6.2840427023963406
7088,lugano,8.018643757784446
7089,duromax,7.325496577224501
7090,extendafinish,9.117256046452557
7091,cvr,9.117256046452557
7092,st64,9.117256046452557
7093,picture,5.20523304102441
7094,whitebrown,8.424108865892611
7095,100watt140watt,9.117256046452557
7096,weller,7.507818134018456
7097,pastry,9.117256046452557
7098,2cell,7.507818134018456
7099,chainoperated,9.117256046452557
7100,owl,7.0378145047727205
7101,kid,5.561907984963143
7102,5peak,9.117256046452557
7103,cutting,7.171345897397243
7104,36tooth,9.117256046452557
7105,25gauge,8.018643757784446
7106,bake,7.507818134018456
7107,jute,7.507818134018456
7108,sjoow,6.920031469116337
7109,carol,7.0378145047727205
7110,purestyle,8.424108865892611
7111,turkey,6.920031469116337
7112,145x145,7.325496577224501
