,term,qfscore
1424,mm1800,0.003874732187628208
1425,large,0.03040525140174135
1426,kennel,0.004968774217076173
1427,1x8x8,0.0011396271140082966
1428,polymeric,0.0014131376213702875
1429,amana,0.005789305739162146
1430,clearance,0.004148242694990199
1431,suite,0.0014131376213702875
1432,soda,0.002233669143456261
1433,stream,0.0027806901581802434
1434,fridge,0.017003236541003785
1435,depth,0.008524410812782058
1436,koehler,0.008250900305420066
1437,cimarron,0.0008661166066463053
1438,cimeron,0.0011396271140082966
1439,structue,0.002507179650818252
1440,drawer,0.07498746410174591
1441,v,0.017276747048365775
1442,drils,0.005242284724438164
1443,flexible,0.019191320599899715
1444,arch,0.005515795231800155
1445,surface,0.01837078907781374
1446,channe,0.002507179650818252
1447,zacatecas,0.0027806901581802434
1448,chest,0.015635684004193826
1449,dentil,0.005789305739162146
1450,runner,0.015362173496831836
1451,tenex,0.0033277111729042258
1452,14heightx24withx15depth,0.0016866481287322788
1453,alone,0.0019601586360942697
1454,bend,0.005242284724438164
1455,r30,0.003601221680266217
1456,demin,0.0019601586360942697
1457,sound,0.005789305739162146
1458,defender,0.0014131376213702875
1459,postsd,0.002233669143456261
1460,cahnnel,0.0008661166066463053
1461,thick,0.009618452842230023
1462,conner,0.0011396271140082966
1463,cornor,0.0019601586360942697
1464,planel,0.00031909559192232304
1465,vacum,0.004968774217076173
1466,snapper,0.003601221680266217
1467,rebuild,0.0030542006655422346
1468,height,0.01399462096002188
1469,elongate,0.01399462096002188
1470,accesories,0.00907143182750604
1471,contractor,0.0074303687833340935
1472,stafford,0.0011396271140082966
1473,pfj,0.0014131376213702875
1474,oven,0.05283311300542463
1475,low,0.027123125313397455
1476,voltage,0.01672972603364179
1477,aprent,0.00031909559192232304
1478,ventenatural,0.0016866481287322788
1479,office,0.010986005379039978
1480,utility,0.03532844053425719
1481,oz,0.010712494871677986
1482,square,0.04790992387290879
1483,ube,0.002233669143456261
1484,swivrl,0.002233669143456261
1485,16ga,0.002233669143456261
1486,broil,0.006062816246524137
1487,screwgun,0.00031909559192232304
1488,saww,0.003601221680266217
1489,horse,0.008524410812782058
1490,matte,0.007977389798058076
1491,polycarbonate,0.006336326753886129
1492,apple,0.006062816246524137
1493,centermount,0.0019601586360942697
1494,bull,0.0019601586360942697
1495,nose,0.006062816246524137
1496,dacor,0.0008661166066463053
1497,renaissance,0.0008661166066463053
1498,gridle,0.0005926060992843141
1499,chisel,0.0030542006655422346
1500,radial,0.0019601586360942697
1501,e4120,0.0008661166066463053
1502,wet,0.023840999225053564
1503,fitting,0.04599535032137485
1504,skillet,0.004695263709714181
1505,shafe,0.0030542006655422346
1506,vaporbarrier,0.00031909559192232304
1507,crawl,0.003601221680266217
1508,dimension,0.005242284724438164
1509,level,0.01590919451155582
1510,resurface,0.006062816246524137
1511,membrane,0.003601221680266217
1512,thinset,0.004695263709714181
1513,bemch,0.0027806901581802434
1514,lunch,0.002507179650818252
1515,selfcleaning,0.0027806901581802434
1516,fictures,0.002233669143456261
1517,vegetable,0.008250900305420066
1518,trellis,0.005515795231800155
1519,programmable,0.004148242694990199
1520,may,0.0016866481287322788
1521,tag,0.0016866481287322788
1522,bundle,0.00442175320235219
1523,compact,0.004968774217076173
1524,206cu,0.003874732187628208
1525,feather,0.010165473856954004
1526,9ft,0.007156858275972102
1527,55x48,0.003601221680266217
1528,sticker,0.006062816246524137
1529,queen,0.003601221680266217
1530,headboaed,0.00442175320235219
1531,handrail,0.008250900305420066
1532,13x112,0.0005926060992843141
1533,2x2x48,0.00031909559192232304
1534,x4,0.0016866481287322788
1535,sheathe,0.0033277111729042258
1536,grohe,0.0074303687833340935
1537,plasticbathroom,0.0033277111729042258
1538,spacer,0.005789305739162146
1539,spice,0.005789305739162146
1540,schlage,0.012080047408487943
1541,ti,0.0033277111729042258
1542,diswasher,0.0030542006655422346
1543,pebble,0.01153302639376396
1544,premium,0.02302046770296759
1545,dooe,0.0008661166066463053
1546,larson,0.0019601586360942697
1547,237cf,0.0019601586360942697
1548,parkview,0.002507179650818252
1549,store,0.005515795231800155
1550,pad,0.04025162966677303
1551,edsal,0.0019601586360942697
1552,workbench,0.0019601586360942697
1553,marvin,0.0030542006655422346
1554,john,0.0164562155262798
1555,deere,0.007977389798058076
1556,115r,0.0030542006655422346
1557,34x76,0.0011396271140082966
1558,mobile,0.01153302639376396
1559,back,0.029584719879655375
1560,doorr,0.0016866481287322788
1561,hu,0.002507179650818252
1562,service,0.012900578930573916
1563,paneks,0.0033277111729042258
1564,security,0.05693577061585449
1565,unique,0.002507179650818252
1566,jeffery,0.002233669143456261
1567,court,0.005789305739162146
1568,mozaic,0.002233669143456261
1569,floo,0.002507179650818252
1570,shets,0.002507179650818252
1571,hickory,0.03669599307106715
1572,depot,0.00660983726124812
1573,happy,0.002233669143456261
1574,letter,0.006336326753886129
1575,west,0.0030542006655422346
1576,springfieldct,0.0030542006655422346
1577,gazhose,0.003601221680266217
1578,fireplacewater,0.002233669143456261
1579,tankless,0.010165473856954004
1580,ecoh200dv2n,0.002507179650818252
1581,fixures,0.004148242694990199
1582,dish,0.017550257555727766
1583,gpf,0.003601221680266217
1584,pathway,0.00442175320235219
1585,form,0.0030542006655422346
1586,stucco,0.010165473856954004
1587,lath,0.0005926060992843141
1588,x32,0.0027806901581802434
1589,bloowers,0.0027806901581802434
1590,artifical,0.0027806901581802434
1591,barn,0.02356748871769157
1592,xr,0.004148242694990199
1593,vramp,0.0019601586360942697
1594,automatic,0.004148242694990199
1595,locking,0.0005926060992843141
1596,agitator,0.0019601586360942697
1597,bolens,0.002233669143456261
1598,waxhers,0.002233669143456261
1599,tilees,0.0027806901581802434
1600,mulcher,0.0033277111729042258
1601,ashingles,0.0014131376213702875
1602,bearing,0.008524410812782058
1603,soak,0.0033277111729042258
1604,42in,0.0033277111729042258
1605,hunter,0.0227469571956056
1606,paintbrush,0.0005926060992843141
1607,34in,0.005789305739162146
1608,caulking,0.002233669143456261
1609,peper,0.0019601586360942697
1610,flea,0.005242284724438164
1611,tick,0.004695263709714181
1612,spider,0.004968774217076173
1613,1x6x,0.0011396271140082966
1614,common,0.002507179650818252
1615,1x12x10,0.00031909559192232304
1616,fountain,0.010986005379039978
1617,waterfall,0.006062816246524137
1618,mesh,0.01618270501891781
1619,weld,0.0164562155262798
1620,emp,0.002507179650818252
1621,gauge,0.02329397821032958
1622,genecrac,0.0016866481287322788
1623,6x8,0.003874732187628208
1624,polyurethane,0.012353557915849933
1625,mover,0.005515795231800155
1626,robyi,0.00442175320235219
1627,weeder,0.0027806901581802434
1628,degree,0.01672972603364179
1629,build,0.024935041254501526
1630,builtin,0.0019601586360942697
1631,acrtlic,0.0005926060992843141
1632,insulaion,0.0027806901581802434
1633,rumblestone,0.002507179650818252
1634,ball,0.019738341614623695
1635,tar,0.0027806901581802434
1636,famed,0.002507179650818252
1637,60x72,0.0027806901581802434
1638,padio,0.0014131376213702875
1639,ciding,0.0014131376213702875
1640,styrofoam,0.0008661166066463053
1641,transformer,0.0033277111729042258
1642,r13,0.0030542006655422346
1643,unsulation,0.0019601586360942697
1644,upholstry,0.003601221680266217
1645,stopper,0.005789305739162146
1646,splitting,0.0030542006655422346
1647,maul,0.0008661166066463053
1648,miror,0.0019601586360942697
1649,sub,0.0027806901581802434
1650,exit,0.002233669143456261
1651,sign,0.022473446688243606
1652,lpxh70rwhdh,0.002233669143456261
1653,thermoplastic,0.0033277111729042258
1654,chandelier,0.01809727857045175
1655,monte,0.009618452842230023
1656,carlo,0.007703879290696085
1657,freestanding,0.004968774217076173
1658,alcove,0.00660983726124812
1659,blossom,0.002233669143456261
1660,tan,0.009344942334868031
1661,recess,0.04298673474039294
1662,medicien,0.0011396271140082966
1663,odl,0.007977389798058076
1664,2x8,0.0030542006655422346
1665,bulk,0.0030542006655422346
1666,washed,0.002233669143456261
1667,floorinh,0.00031909559192232304
1668,philip,0.02302046770296759
1669,polycarbonite,0.003601221680266217
1670,clawfoot,0.007977389798058076
1671,dedwalt,0.002507179650818252
1672,dw059,0.002233669143456261
1673,dule,0.00031909559192232304
1674,motor,0.020011852121985686
1675,taladros,0.0014131376213702875
1676,receptacle,0.014815152482107853
1677,bleeding,0.0027806901581802434
1678,wap,0.00031909559192232304
1679,4ft,0.012627068423211926
1680,poulan,0.00442175320235219
1681,pro,0.010986005379039978
1682,birdcage,0.0008661166066463053
1683,nob,0.0030542006655422346
1684,diining,0.0019601586360942697
1685,amp,0.05912385467475042
1686,glu,0.002507179650818252
1687,cyculer,0.0008661166066463053
1688,additive,0.0030542006655422346
1689,sidelites,0.006062816246524137
1690,kitchenaid,0.009618452842230023
1691,frenchdoor,0.0033277111729042258
1692,ref,0.00031909559192232304
1693,peb2060smss,0.002233669143456261
1694,dry,0.028764188357569404
1695,shopac,0.0019601586360942697
1696,caprios,0.0016866481287322788
1697,sediment,0.008250900305420066
1698,mitre,0.004968774217076173
1699,amco,0.002507179650818252
1700,rejuviati,0.0027806901581802434
1701,micro,0.003874732187628208
1702,wave,0.005789305739162146
1703,jb,0.0008661166066463053
1704,valleta,0.002507179650818252
1705,parch,0.0019601586360942697
1706,hardsware,0.002507179650818252
1707,traiter,0.0019601586360942697
1708,ceilin,0.0019601586360942697
1709,bathroon,0.0030542006655422346
1710,cool,0.011259515886401969
1711,seal,0.02083238364407166
1712,tsnkless,0.003601221680266217
1713,move,0.010438984364315996
1714,shoplight,0.0019601586360942697
1715,n,0.008250900305420066
1716,go,0.008524410812782058
1717,consertrated,0.002507179650818252
1718,dimmer,0.011806536901125951
1719,use,0.011806536901125951
1720,zeroturn,0.002233669143456261
1721,colonial,0.0027806901581802434
1722,baluster,0.004968774217076173
1723,haer,0.002507179650818252
1724,milwaukie,0.002233669143456261
1725,ince,0.002507179650818252
1726,galvanized,0.006336326753886129
1727,rub,0.029311209372293385
1728,dor,0.004695263709714181
1729,10x20,0.004968774217076173
1730,netting,0.0030542006655422346
1731,mirror18x20,0.0033277111729042258
1732,technisoil,0.002507179650818252
1733,wired,0.0030542006655422346
1734,vynik,0.0027806901581802434
1735,30ft,0.003874732187628208
1736,aircondiioner,0.0005926060992843141
1737,house,0.04763641336554679
1738,fara,0.003601221680266217
1739,hi,0.0005926060992843141
1740,strength,0.0019601586360942697
1741,plexy,0.002233669143456261
1742,wetdry,0.002507179650818252
1743,liht,0.0016866481287322788
1744,dolly,0.007156858275972102
1745,trollie,0.0008661166066463053
1746,shoipping,0.002507179650818252
1747,trolley,0.0008661166066463053
1748,accesory,0.002507179650818252
1749,tissue,0.002507179650818252
1750,mini,0.04353375575511693
1751,globe,0.021926425673519625
1752,granular,0.002233669143456261
1753,ultra,0.017276747048365775
1754,nox,0.0019601586360942697
1755,cascade,0.004968774217076173
1756,connor,0.0030542006655422346
1757,cleaninig,0.002507179650818252
1758,altura,0.002507179650818252
1759,49x97x25,0.0019601586360942697
1760,pvd,0.002233669143456261
1761,brace,0.005789305739162146
1762,koolaroo,0.0019601586360942697
1763,gladiator,0.00442175320235219
1764,jewelry,0.005242284724438164
1765,uplihght,0.002233669143456261
1766,kwik,0.005789305739162146
1767,r38,0.0005926060992843141
1768,mahogany,0.019464831107261705
1769,pound,0.005242284724438164
1770,umbrella,0.02110589415143365
1771,30ah,0.0005926060992843141
1772,recepicating,0.002233669143456261
1773,ca87553,0.0019601586360942697
1774,wspray,0.0019601586360942697
1775,zip,0.005789305739162146
1776,outdooor,0.0027806901581802434
1777,latter,0.0019601586360942697
1778,98cents,0.002233669143456261
1779,cabinte,0.0016866481287322788
1780,liberty,0.007977389798058076
1781,campaign,0.0014131376213702875
1782,gs5shaxsb01,0.0033277111729042258
1783,installation,0.012353557915849933
1784,pivotangle,0.0019601586360942697
1785,plasticl,0.0019601586360942697
1786,varigated,0.002507179650818252
1787,tip,0.005515795231800155
1788,kid,0.014815152482107853
1789,disposable,0.0008661166066463053
1790,chages,0.002233669143456261
1791,dig,0.003601221680266217
1792,diablo,0.005515795231800155
1793,coupling,0.013174089437935908
1794,xps,0.0011396271140082966
1795,defiant,0.008797921320144049
1796,armer,0.002507179650818252
1797,ight,0.003601221680266217
1798,flashlightts,0.002507179650818252
1799,12inch,0.004968774217076173
1800,pfister,0.009618452842230023
1801,pasedena,0.0008661166066463053
1802,meguire,0.0014131376213702875
1803,pin,0.029037698864931395
1804,2x12,0.008797921320144049
1805,2x6x10,0.003874732187628208
1806,pretreated,0.0011396271140082966
1807,shim,0.00031909559192232304
1808,price,0.017276747048365775
1809,pannel,0.002507179650818252
1810,measure,0.008797921320144049
1811,milimet,0.002233669143456261
1812,foundation,0.0019601586360942697
1813,fent,0.0005926060992843141
1814,mud,0.003874732187628208
1815,stirrer,0.002507179650818252
1816,bead,0.006062816246524137
1817,wg,0.002507179650818252
1818,mean,0.002507179650818252
1819,short,0.00907143182750604
1820,8x8,0.008524410812782058
1821,sku,0.013174089437935908
1822,number,0.010438984364315996
1823,plaers,0.0033277111729042258
1824,burner,0.03587546154898117
1825,arlington,0.002507179650818252
1826,florida,0.0033277111729042258
1827,bottom,0.009891963349592013
1828,freezer,0.03259333546063728
1829,refrdgerators,0.002233669143456261
1830,colbolt,0.0027806901581802434
1831,soundfroofing,0.0019601586360942697
1832,hang,0.04025162966677303
1833,masn,0.0016866481287322788
1834,gar,0.0016866481287322788
1835,cafe,0.006062816246524137
1836,patina,0.0014131376213702875
1837,nailgun,0.0027806901581802434
1838,straight,0.005789305739162146
1839,wider,0.003601221680266217
1840,2x8x8,0.004148242694990199
1841,syp,0.004968774217076173
1842,yellow,0.007703879290696085
1843,pet,0.02110589415143365
1844,coca,0.004148242694990199
1845,cola,0.004148242694990199
1846,tresers,0.0030542006655422346
1847,accent,0.013447599945297898
1848,holiday,0.010165473856954004
1849,press,0.006883347768610111
1850,vigoro,0.004968774217076173
1851,mudd,0.0016866481287322788
1852,extractor,0.0030542006655422346
1853,falcet,0.0016866481287322788
1854,silverton,0.002233669143456261
1855,110v,0.0005926060992843141
1856,asher,0.0011396271140082966
1857,medb75dw,0.0011396271140082966
1858,backer,0.00442175320235219
1859,wainscoting,0.00031909559192232304
1860,pie,0.0011396271140082966
1861,brink,0.0014131376213702875
1862,deadbolt,0.010712494871677986
1863,antique,0.01891781009253772
1864,lee,0.00031909559192232304
1865,pottery,0.00031909559192232304
1866,damask,0.005515795231800155
1867,aloha,0.00031909559192232304
1868,edgetape,0.0011396271140082966
1869,wand,0.008250900305420066
1870,brambury,0.0019601586360942697
1871,motionsense,0.0011396271140082966
1872,touchless,0.002233669143456261
1873,100feet,0.0033277111729042258
1874,mantle,0.004695263709714181
1875,ovel,0.0019601586360942697
1876,18lx16wx8d,0.0030542006655422346
1877,ashwell,0.0033277111729042258
1878,extension,0.05420066554223458
1879,40ft,0.00031909559192232304
1880,aluminumm,0.00031909559192232304
1881,40volt,0.0019601586360942697
1882,exhaust,0.028764188357569404
1883,valvue,0.0019601586360942697
1884,ventilation,0.004695263709714181
1885,great,0.008250900305420066
1886,northern,0.0019601586360942697
1887,popcorn,0.0019601586360942697
1888,company,0.00442175320235219
1889,williams,0.002507179650818252
1890,steak,0.002233669143456261
1891,aluminuim,0.0019601586360942697
1892,duro,0.002507179650818252
1893,olastic,0.002233669143456261
1894,inline,0.00907143182750604
1895,hanlel,0.0014131376213702875
1896,filing,0.0008661166066463053
1897,800tvh,0.0030542006655422346
1898,lip,0.0030542006655422346
1899,smt,0.0030542006655422346
1900,kwikset,0.01864429958517573
1901,montana,0.002507179650818252
1902,padtio,0.002507179650818252
1903,place,0.012900578930573916
1904,mantel,0.008250900305420066
1905,incandescent,0.004148242694990199
1906,rachet,0.002507179650818252
1907,scret,0.0016866481287322788
1908,crock,0.002507179650818252
1909,spigot,0.0030542006655422346
1910,nozle,0.003874732187628208
1911,spindle,0.002233669143456261
1912,drum,0.005242284724438164
1913,extender,0.006062816246524137
1914,stem,0.007703879290696085
1915,float,0.010712494871677986
1916,doublew,0.0019601586360942697
1917,mountspacesaver,0.0027806901581802434
1918,bender,0.0030542006655422346
1919,rebarbender,0.0008661166066463053
1920,barb,0.014541641974745863
1921,fit,0.009344942334868031
1922,cdx,0.0014131376213702875
1923,2x3x8,0.0005926060992843141
1924,score,0.0008661166066463053
1925,t1,0.00031909559192232304
1926,rebate,0.002233669143456261
1927,latch,0.01399462096002188
1928,jacket,0.00442175320235219
1929,multicolor,0.0016866481287322788
1930,wide,0.02520855176186352
1931,apps,0.0008661166066463053
1932,scree,0.0033277111729042258
1933,doorsscreen,0.0033277111729042258
1934,refridegrator,0.002507179650818252
1935,andenne,0.002507179650818252
1936,border,0.0033277111729042258
1937,flurorescent,0.0016866481287322788
1938,phillips,0.015362173496831836
1939,40t12cw,0.002507179650818252
1940,plus,0.029584719879655375
1941,timmer,0.0005926060992843141
1942,st4500,0.0005926060992843141
1943,inove,0.0030542006655422346
1944,leviton,0.010986005379039978
1945,5325t,0.0027806901581802434
1946,mister,0.004148242694990199
1947,12x4x8,0.0008661166066463053
1948,buck,0.003874732187628208
1949,baldwin,0.005515795231800155
1950,stets,0.0005926060992843141
1951,seam,0.015635684004193826
1952,split,0.012080047408487943
1953,2x12x20,0.0027806901581802434
1954,weatherstrip,0.0030542006655422346
1955,rubbermaid,0.02356748871769157
1956,leave,0.01809727857045175
1957,37x4,0.0014131376213702875
1958,unfaced,0.00031909559192232304
1959,r21,0.0008661166066463053
1960,torchon,0.0011396271140082966
1961,10x10,0.006336326753886129
1962,storeage,0.0008661166066463053
1963,cherry,0.015635684004193826
1964,today,0.00031909559192232304
1965,homeowner,0.00031909559192232304
1966,beckett,0.0011396271140082966
1967,fountin,0.0008661166066463053
1968,polyeurethane,0.0016866481287322788
1969,fabric,0.010712494871677986
1970,wind,0.008797921320144049
1971,net,0.0027806901581802434
1972,sheridan,0.0008661166066463053
1973,slate,0.021652915166157635
1974,tmould,0.0008661166066463053
1975,diode,0.0027806901581802434
1976,bistro,0.00907143182750604
1977,winterizer,0.002233669143456261
1978,aluminium,0.003874732187628208
1979,nup,0.0027806901581802434
1980,vynil,0.0016866481287322788
1981,barackets,0.0016866481287322788
1982,3pellet,0.003874732187628208
1983,fauchet,0.0011396271140082966
1984,wd1680,0.0016866481287322788
1985,point,0.004968774217076173
1986,electtric,0.0016866481287322788
1987,bevel,0.013447599945297898
1988,nylon,0.011259515886401969
1989,c,0.007977389798058076
1990,fireproof,0.0016866481287322788
1991,spackle,0.0008661166066463053
1992,shopvac,0.0014131376213702875
1993,carrera,0.002233669143456261
1994,grecian,0.0027806901581802434
1995,octagon,0.0011396271140082966
1996,aeration,0.002507179650818252
1997,elec,0.004695263709714181
1998,laundry,0.005789305739162146
1999,screem,0.0030542006655422346
2000,reel,0.006883347768610111
2001,magnetic,0.019191320599899715
2002,tin,0.010165473856954004
2003,swiss,0.003601221680266217
2004,luggage,0.00031909559192232304
2005,memoir,0.004968774217076173
2006,daltile,0.01399462096002188
2007,parkwood,0.00031909559192232304
2008,patiowhite,0.002507179650818252
2009,wicker,0.008797921320144049
2010,cushionsmarth,0.002233669143456261
2011,versa,0.005789305739162146
2012,pak,0.004968774217076173
2013,gh900,0.0011396271140082966
2014,refill,0.0074303687833340935
2015,hog,0.002233669143456261
2016,df080,0.0008661166066463053
2017,drift,0.002233669143456261
2018,3h,0.002233669143456261
2019,cargo,0.004968774217076173
2020,carrier,0.005242284724438164
2021,workforce,0.002507179650818252
2022,50lb,0.0008661166066463053
2023,mix,0.005242284724438164
2024,canyon,0.0027806901581802434
2025,veneer,0.010438984364315996
2026,modify,0.00031909559192232304
2027,hollow,0.002233669143456261
2028,accordion,0.006336326753886129
2029,byefold,0.0008661166066463053
2030,stant,0.0016866481287322788
2031,adjustable,0.006062816246524137
2032,brantford,0.008524410812782058
2033,circular,0.03368737749008524
2034,cast,0.01399462096002188
2035,electrode,0.0027806901581802434
2036,ezclean,0.002233669143456261
2037,ruotor,0.0019601586360942697
2038,airconditioner,0.004148242694990199
2039,decoritive,0.0019601586360942697
2040,saud,0.002233669143456261
2041,vase,0.004968774217076173
2042,dura,0.002233669143456261
2043,june,0.00031909559192232304
2044,dolled,0.0016866481287322788
2045,collate,0.002507179650818252
2046,ashville,0.0008661166066463053
2047,spot,0.01618270501891781
2048,resist,0.0016866481287322788
2049,miwaukee,0.002233669143456261
2050,8x4,0.0033277111729042258
2051,buff,0.0030542006655422346
2052,lasko,0.0019601586360942697
2053,tower,0.003874732187628208
2054,realistic,0.0027806901581802434
2055,clock,0.005242284724438164
2056,fish,0.002507179650818252
2057,magnet,0.007156858275972102
2058,powermax,0.0016866481287322788
2059,backsplashes,0.003874732187628208
2060,potable,0.00031909559192232304
2061,inside,0.009891963349592013
2062,textured,0.0030542006655422346
2063,perhung,0.0005926060992843141
2064,drilling,0.0016866481287322788
2065,item,0.004695263709714181
2066,skill,0.008797921320144049
2067,ensley,0.0014131376213702875
2068,lancaster,0.0030542006655422346
2069,toung,0.00031909559192232304
2070,grove,0.0008661166066463053
2071,beach,0.008797921320144049
2072,bubbler,0.002233669143456261
2073,toy,0.002233669143456261
2074,elkay,0.0027806901581802434
2075,neptune,0.00031909559192232304
2076,threashold,0.0019601586360942697
2077,connnector,0.0027806901581802434
2078,shere,0.0016866481287322788
2079,linear,0.004148242694990199
2080,ligt,0.0016866481287322788
2081,hotel,0.0014131376213702875
2082,spa,0.0164562155262798
2083,fma,0.002233669143456261
2084,underlayment,0.005789305739162146
2085,scott,0.005789305739162146
2086,every,0.00031909559192232304
2087,maximizer,0.00031909559192232304
2088,t5,0.010712494871677986
2089,demo,0.0027806901581802434
2090,canapu,0.002233669143456261
2091,flasheing,0.0014131376213702875
2092,carlisle,0.003874732187628208
2093,118230134205508212natol,0.0016866481287322788
2094,backet,0.0019601586360942697
2095,horizantel,0.0019601586360942697
2096,project,0.004968774217076173
2097,grab,0.008797921320144049
2098,coarse,0.0014131376213702875
2099,crush,0.0016866481287322788
2100,limestone,0.00031909559192232304
2101,poly,0.0033277111729042258
2102,sans,0.0008661166066463053
2103,vert,0.00031909559192232304
2104,vertical,0.023840999225053564
2105,84x104,0.0014131376213702875
2106,padding,0.004148242694990199
2107,paddle,0.007156858275972102
2108,cobalt,0.002507179650818252
2109,fireglass,0.0011396271140082966
2110,pit,0.017003236541003785
2111,sconce,0.008250900305420066
2112,rf,0.004148242694990199
2113,mod,0.0027806901581802434
2114,e,0.00660983726124812
2115,dap,0.0014131376213702875
2116,coventry,0.0011396271140082966
2117,frigadaire,0.0019601586360942697
2118,si,0.0014131376213702875
2119,k,0.002507179650818252
2120,8x10,0.0014131376213702875
2121,princeton,0.00031909559192232304
2122,earthgrow,0.0008661166066463053
2123,stopwa,0.0014131376213702875
2124,refrig,0.004148242694990199
2125,tooth,0.002233669143456261
2126,blde,0.0019601586360942697
2127,dispencer,0.0016866481287322788
2128,compliment,0.0005926060992843141
2129,santa,0.009344942334868031
2130,barbara,0.0005926060992843141
2131,attatchmens,0.0011396271140082966
2132,wrachet,0.0030542006655422346
2133,celliling,0.0005926060992843141
2134,cat,0.014815152482107853
2135,k400,0.002507179650818252
2136,autofeeder,0.002507179650818252
2137,draft,0.003601221680266217
2138,downdraft,0.002507179650818252
2139,waterroo,0.002233669143456261
2140,softener,0.0016866481287322788
2141,charcoal,0.009344942334868031
2142,sun,0.01590919451155582
2143,new,0.013447599945297898
2144,mist,0.005789305739162146
2145,champion,0.006062816246524137
2146,americian,0.002507179650818252
2147,toliets,0.002507179650818252
2148,driveway,0.011259515886401969
2149,resurfacer,0.00031909559192232304
2150,deer,0.002507179650818252
2151,surround,0.009891963349592013
2152,jet,0.00907143182750604
2153,retrofit,0.0014131376213702875
2154,dust,0.019191320599899715
2155,ftawning,0.002507179650818252
2156,behr,0.05857683366002644
2157,latex,0.009618452842230023
2158,restour,0.0027806901581802434
2159,recycle,0.00660983726124812
2160,propel,0.0014131376213702875
2161,coupler,0.017003236541003785
2162,tubshower,0.010712494871677986
2163,scope,0.0005926060992843141
2164,ashburn,0.0033277111729042258
2165,scotts,0.0019601586360942697
2166,florent,0.002507179650818252
2167,madylin,0.002507179650818252
2168,ivory,0.013447599945297898
2169,safavieh,0.0027806901581802434
2170,jump,0.003601221680266217
2171,starter,0.01153302639376396
2172,econo,0.00031909559192232304
2173,florecent,0.0014131376213702875
2174,lihonia,0.0005926060992843141
2175,troffers,0.002507179650818252
2176,bulbsubent,0.0016866481287322788
2177,interrior,0.002233669143456261
2178,frnch,0.002233669143456261
2179,hamptom,0.0027806901581802434
2180,cusion,0.0027806901581802434
2181,glaze,0.007703879290696085
2182,wndows,0.0016866481287322788
2183,livorno,0.0008661166066463053
2184,onyx,0.0016866481287322788
2185,subway,0.009891963349592013
2186,series,0.01399462096002188
2187,sh,0.0033277111729042258
2188,find,0.002507179650818252
2189,vibrator,0.002507179650818252
2190,flex,0.015088662989469846
2191,porcalain,0.00031909559192232304
2192,versabon,0.00031909559192232304
2193,0375x48,0.0019601586360942697
2194,dowel,0.010165473856954004
2195,trowel,0.005515795231800155
2196,bad,0.0016866481287322788
2197,classic,0.008797921320144049
2198,rectangular,0.007977389798058076
2199,rectangle,0.00907143182750604
2200,outsde,0.0033277111729042258
2201,hoinda,0.0027806901581802434
2202,110ac,0.0014131376213702875
2203,magic,0.004968774217076173
2204,chef,0.0033277111729042258
2205,mcm111ost,0.0019601586360942697
2206,flor,0.0008661166066463053
2207,laguna,0.002507179650818252
2208,showe,0.002233669143456261
2209,2x3,0.0019601586360942697
2210,chase,0.0005926060992843141
2211,pembria,0.002233669143456261
2212,detector,0.015362173496831836
2213,simming,0.0005926060992843141
2214,wayne,0.0016866481287322788
2215,afakro,0.0027806901581802434
2216,pewter,0.004148242694990199
2217,cfm,0.002507179650818252
2218,glide,0.002233669143456261
2219,can,0.015635684004193826
2220,hammerdrill,0.0011396271140082966
2221,all18volt,0.0019601586360942697
2222,reciprocating,0.0019601586360942697
2223,linoleum,0.004695263709714181
2224,waterheater,0.0027806901581802434
2225,industrial,0.008797921320144049
2226,elongagated,0.0019601586360942697
2227,movable,0.00660983726124812
2228,75950ss,0.0019601586360942697
2229,saltillo,0.0033277111729042258
2230,towbehind,0.0005926060992843141
2231,poter,0.0027806901581802434
2232,fraiming,0.0027806901581802434
2233,pcck602l2,0.0033277111729042258
2234,vetical,0.0027806901581802434
2235,125lb,0.0027806901581802434
2236,walkway,0.004148242694990199
2237,childrens,0.0014131376213702875
2238,acurio,0.0016866481287322788
2239,pullout,0.005242284724438164
2240,wastel,0.002507179650818252
2241,porcelian,0.0027806901581802434
2242,marrazi,0.0019601586360942697
2243,hoodu,0.002507179650818252
2244,persianas,0.0033277111729042258
2245,por,0.0033277111729042258
2246,title,0.0014131376213702875
2247,bird,0.010438984364315996
2248,untique,0.002507179650818252
2249,pacific,0.0033277111729042258
2250,sleeveee,0.002507179650818252
2251,jeweled,0.0019601586360942697
2252,coral,0.0033277111729042258
2253,x8,0.00031909559192232304
2254,alu,0.0014131376213702875
2255,kill,0.005242284724438164
2256,we1m856,0.0011396271140082966
2257,icicle,0.004695263709714181
2258,colerful,0.0019601586360942697
2259,rainspout,0.0027806901581802434
2260,smart,0.014268131467383873
2261,20a,0.0014131376213702875
2262,gfci,0.009618452842230023
2263,lt,0.0011396271140082966
2264,incerts,0.002233669143456261
2265,shelfa,0.002233669143456261
2266,lb,0.0027806901581802434
2267,linzer,0.002507179650818252
2268,ffill,0.002233669143456261
2269,colpay,0.0014131376213702875
2270,apart,0.0014131376213702875
2271,ariens,0.005515795231800155
2272,density,0.005242284724438164
2273,splash,0.005789305739162146
2274,public,0.002507179650818252
2275,ligthining,0.002507179650818252
2276,turbo,0.0019601586360942697
2277,timberland,0.0016866481287322788
2278,cicular,0.0027806901581802434
